No Dosen,Nama Dosen,No Judul,Judul,No Grup Riset,Grup Riset,No Bidang,Nama Bidang,Nilai Prediksi,Deleted
66,"Ulla Delfana Rosiani, ST., MT.",1836,PENDETEKSI LOKASI PARKIR MOBIL MENGGUNAKAN METODE FRAME DIFFERENCES DAN STATIC TEMPLATE MATCHING,3,Computer Vision,23,Penerapan Transformasi Citra,1.5574500377200893e-45,0
66,"Ulla Delfana Rosiani, ST., MT.",1837,Rancang Bangun Sistem Manajemen Proyek dan Kolaborasi Tim Developer,4,Information System,32,Penerapan Bisnis Elektronik Sistem Informasi,4.2040853194554375e-21,0
67,"Usman Nurhasan, S.Kom., MT.",1838,Implementasi Raspberry Pi untuk Rancang Bangun Sistem Keamanan Pintu Ruang Server dengan Pengenalan Wajah Menggunakan Metode Triangle Face,2,Computer Network,11,Penerapan IoT,2.3357178714247303e-70,0
67,"Usman Nurhasan, S.Kom., MT.",1839,Implementasi Iot Pada Sistem Monitoring Dan Pengendali Sirkulasi Air Tanaman Hidroponik,2,Computer Network,11,Penerapan IoT,8.065545481152608e-40,0
67,"Usman Nurhasan, S.Kom., MT.",1840,Implementasi Metode MVC untuk Pembangunan Sistem Informasi Pelatihan Kerja Studi Kasus UPT Pelatihan Kerja Singosari,4,Information System,31,Penerapan Sistem Pendukung Keputusan,1.782167518648522e-29,0
67,"Usman Nurhasan, S.Kom., MT.",1841,Analisis Perilaku Non Playable Character Npc Pada Game Menggunakan Fuzzy Sugeno,1,Sistem Cerdas,2,Penerapan Kecerdasan Buatan,9.243421914600339e-23,0
67,"Usman Nurhasan, S.Kom., MT.",1842,Penerapan Aplikasi Up-Event pada Tata Kelola Kegiatan Multi Vendor,4,Information System,27,Penerapan Manajemen Informasi,1.6407106149618634e-32,0
67,"Usman Nurhasan, S.Kom., MT.",1843,Penerapan Vector Space Model Dalam Klasifikasi Penilaian Thematic Appeception Test,1,Sistem Cerdas,4,Penerapan Information Retrieval,6.830411819455967e-38,0
67,"Usman Nurhasan, S.Kom., MT.",1844,Pembelajaran Humane Education di Kurikulum 2013 Menggunakan Media Animasi,5,Multimedia dan Game,37,Multimedia,2.4536354638857032e-20,0
67,"Usman Nurhasan, S.Kom., MT.",1845,Pemanfaatan Website Untuk Manajemen Informasi Penelitian Peternakan Kota Batu,2,Computer Network,12,Penerapan Keamanan Data,2.9683041438072864e-21,0
67,"Usman Nurhasan, S.Kom., MT.",1846,Sistem Cerdas Pencarian Lokasi Parkir Terbaik dengan Algoritma Fuzzy-Best Fit,4,Information System,28,Penerapan Sistem Informasi Geografis,5.7127497962575784e-24,0
67,"Usman Nurhasan, S.Kom., MT.",1847,RANCANG BANGUN APLIKASI MARP UNTUK WAYFINDING GEDUNG DAN RUANGAN DI POLINEMA,5,Multimedia dan Game,38,Penerapan Augmented Reality,1.441112468605122e-30,0
67,"Usman Nurhasan, S.Kom., MT.",1848,TERAPAN MCRNG SEBAGAI GENERATOR ACAK UNTUK GAME,5,Multimedia dan Game,38,Penerapan Augmented Reality,5.287462692728919e-11,0
67,"Usman Nurhasan, S.Kom., MT.",1849,Implementasi Metode Fuzzy Time Series Markov Chain untuk Prediksi Harga Telur Puyuh,4,Information System,30,Penerapan Sistem Peramalan,4.59906846657298e-59,0
67,"Usman Nurhasan, S.Kom., MT.",1850,Problematika Pembelajaran Jarak Jauh PJJ Mata Pelajaran Informatika pada Masa Pandemi di MAN 1 Kota Malang,5,Multimedia dan Game,37,Multimedia,2.992969579744957e-74,0
67,"Usman Nurhasan, S.Kom., MT.",1851,Pengembangan Aplikasi Deteksi Dini Pada Anak Berkebutuhan Khusus Di Sekolah Luar Biasa,5,Multimedia dan Game,36,Pengembangan Game,2.714964568943858e-52,0
67,"Usman Nurhasan, S.Kom., MT.",1852,Sistem informasi Supply Chain Management untuk Penjadwalan Produksi Sayuran Hidroponik,4,Information System,34,Penerapan Pembelajaran Elektronik pada Sistem Informasi,2.1039099512304962e-22,0
67,"Usman Nurhasan, S.Kom., MT.",1853,Manajemen Produksi Cup Menggunakan Metode Regresi Linier,4,Information System,30,Penerapan Sistem Peramalan,1.1774446603146928e-16,0
67,"Usman Nurhasan, S.Kom., MT.",1854,Rancang Bangun Sistem Cerdas Thematic Apperception Test Menggunakan Metode Vector Space Model,1,Sistem Cerdas,4,Penerapan Information Retrieval,7.738915339594136e-48,0
67,"Usman Nurhasan, S.Kom., MT.",1855,IMPLEMENTASI APLIKASI PSIKOLOGI EKSPERIMEN UNTUK MENENTUKAN KONDISI KETAHANAN JIWA MENGGUNAKAN METODE FUZZY MAMDHANI,4,Information System,31,Penerapan Sistem Pendukung Keputusan,7.159237522762977e-43,0
67,"Usman Nurhasan, S.Kom., MT.",1856,IMPLEMENTASI APLIKASI E-REPORTING INFRASTRUCTURE ERI SEBAGAI MEDIA MONITORING PENGADUAN KERUSAKAN FASILITAS DI POLITEKNIK NEGERI MALANG,5,Multimedia dan Game,38,Penerapan Augmented Reality,2.527233220528808e-72,0
67,"Usman Nurhasan, S.Kom., MT.",1857,Pengembangan E-Marketplace Sayur Hidroponik Berbasis Web,4,Information System,28,Penerapan Sistem Informasi Geografis,3.142515022063822e-20,0
67,"Usman Nurhasan, S.Kom., MT.",1858,Aplikasi Depression Test dan Art Drawing sebagai Media Komunikasi Nonverbal,5,Multimedia dan Game,38,Penerapan Augmented Reality,7.125139278911075e-16,0
67,"Usman Nurhasan, S.Kom., MT.",1859,SISTEM INFORMASI DAN PEMBAYARAN ELEKTRONIK BANK SAMPAH BERBASIS ANDROID MENGGUNAKAN QR CODE DI POLITEKNIK NEGERI MALANG,4,Information System,34,Penerapan Pembelajaran Elektronik pada Sistem Informasi,8.102130576926125e-35,0
67,"Usman Nurhasan, S.Kom., MT.",1860,PEMODELAN KONTEN AUGMENTED REALITY DALAM KONSEP INTERACTIVE REALTIME,5,Multimedia dan Game,38,Penerapan Augmented Reality,1.0199405402610435e-55,0
67,"Usman Nurhasan, S.Kom., MT.",1861,MEDIA PEMBELAJARAN INTERAKTIF TERHADAP GWK CUTURE PARK MENGGUNAKAN TEKNOLOGI AUGMENTED REALITY,5,Multimedia dan Game,38,Penerapan Augmented Reality,3.605646538361299e-37,0
67,"Usman Nurhasan, S.Kom., MT.",1862,PEMANFAATAN KONTEN WEBSITE ONE ON ONE UNTUK MANAJEMEN KARYAWAN DI PT TIRTA INVESTAMA PANDAAN,2,Computer Network,12,Penerapan Keamanan Data,2.856180487657672e-34,0
67,"Usman Nurhasan, S.Kom., MT.",1863,Perancangan Sistem Informasi Pengolahan Data Belanja Langsung Berbasis Website,2,Computer Network,12,Penerapan Keamanan Data,8.471578581851204e-24,0
67,"Usman Nurhasan, S.Kom., MT.",1864,SISTEM INFORMASI MONITORING DAN EVALUASI PROGRAM KERJA PADA OKI POLINEMA BERBASIS WEBSITE DAN ANDROID,4,Information System,34,Penerapan Pembelajaran Elektronik pada Sistem Informasi,5.1088997054823244e-55,0
67,"Usman Nurhasan, S.Kom., MT.",1865,TOURIST GUIDE APPLICATION PENGENALAN POTENSI PARIWISATA KOTA MALANG MENGGUNAKAN HYBRID TECHNOLOGY,4,Information System,28,Penerapan Sistem Informasi Geografis,1.2449151646841348e-75,0
67,"Usman Nurhasan, S.Kom., MT.",1866,PEMANFAATAN KONTEN AUGMENTED REALITY UNTUK PEMBELAJARAN BAHASA INGGRIS,5,Multimedia dan Game,38,Penerapan Augmented Reality,1.2354599675106806e-21,0
67,"Usman Nurhasan, S.Kom., MT.",1867,PENGEMBANGAN GAME “PETUALANGAN JAKA DAN POHON KACANG AJAIB”,5,Multimedia dan Game,36,Pengembangan Game,3.4251705863431423e-14,0
67,"Usman Nurhasan, S.Kom., MT.",1868,APLIKASI DISTRIBUSI COCA-COLA FANTA DAN SPRITE MENGGUNAKAN METODE NEAREST NEIGHBOR Studi Kasus Pada CV Daselim,1,Sistem Cerdas,3,Penerapan Data Besar,2.3572632493225745e-49,0
67,"Usman Nurhasan, S.Kom., MT.",1869,GAME EDUCATION TEBAK GAMBAR HEWAN VERTEBRATA DAN INVERTEBRATA BERBASIS ANDROID,5,Multimedia dan Game,36,Pengembangan Game,4.09422278455714e-30,0
67,"Usman Nurhasan, S.Kom., MT.",1870,PREDIKSI POLA PERMAINAN SEPAKBOLA MENGGUNAKAN METODE DEMPSTER-SHAFER DAN PROFILE MATCHING,1,Sistem Cerdas,3,Penerapan Data Besar,2.2697870314757487e-43,0
67,"Usman Nurhasan, S.Kom., MT.",1871,Analisis Pencarian Lokasi Parkir Terbaik Dengan Menggunakan Algoritma Best Fit Dan Logika Fuzzy Berbasis Radio Frequency Identification RFID,4,Information System,28,Penerapan Sistem Informasi Geografis,9.39970806549835e-48,0
67,"Usman Nurhasan, S.Kom., MT.",1872,Implementasi Aplikasi E-Reporting Infrastructure ERI Sebagai Media Monitoring Pengaduan Kerusakan Fasilitas Kampus,5,Multimedia dan Game,38,Penerapan Augmented Reality,9.41896992460269e-58,0
67,"Usman Nurhasan, S.Kom., MT.",1873,SIMULASI VIRTUAL REALITY PENDETEKSI TINGKAT PHOBIA SESEORANG SEBAGAI ALAT BANTU TERAPI ACROPHOBIA PHOBIA KETINGGIAN BERBASIS ANDROID,5,Multimedia dan Game,38,Penerapan Augmented Reality,1.1879616329074352e-106,0
67,"Usman Nurhasan, S.Kom., MT.",1874,Implementasi IoT pada Sistem Monitoring dan Pengendali Sirkulasi Air Tanaman Hidroponik,2,Computer Network,11,Penerapan IoT,3.9092308930038226e-21,0
67,"Usman Nurhasan, S.Kom., MT.",1875,SIMULASI VIRTUAL REALITY PENDETEKSI TINGKAT PHOBIA SESEORANG SEBAGAI ALAT BANTU TERAPI ACROPHOBIA PHOBIA KETINGGIAN BERBASIS ANDROID,5,Multimedia dan Game,38,Penerapan Augmented Reality,1.1879616329074352e-106,0
69,"Vipkas Al Hadid Firdaus, ST,. MT",1876,Studi Dan Implementasi Steganografi Pada File Audio Dengan Teknik Spread Spectrum,3,Computer Vision,20,Penerapan Watermarking pada Citra,1.1319459352204062e-22,0
69,"Vipkas Al Hadid Firdaus, ST,. MT",1877,Optimalisasi Pemrosesan Distributed RSA Algorithm dengan Metode Penjadwalan Proses Pada Single Board Computer Cluster,2,Computer Network,18,Penerapan Enkripsi,3.8809796499608764e-75,0
69,"Vipkas Al Hadid Firdaus, ST,. MT",1878,Analisis Forensik Digital Memori Volatile untuk Mendapatkan Kunci Enkripsi Aplikasi Dm-Crypt,2,Computer Network,18,Penerapan Enkripsi,1.9956060053716707e-58,0
69,"Vipkas Al Hadid Firdaus, ST,. MT",1879,Klasifikasi Jenis serangan DOS dan Probing pada IDS menggunakan metode K-Nearest Neighbor,1,Sistem Cerdas,3,Penerapan Data Besar,2.370526904351537e-44,0
69,"Vipkas Al Hadid Firdaus, ST,. MT",1880,IMPLEMENTASI METODE K-NEAREST NEIGHBOR DALAM MENGKLASIFIKASIKAN JENIS SERANGAN INTRUSION DETECTION SYSTEM,1,Sistem Cerdas,7,Penerapan Penambangan Teks,2.9476195667005586e-58,0
70,"Vivi Nur Wijayaningrum, S.Kom, M.Kom",1881,Algoritma Genetika untuk Optimasi Komposisi Makanan Bagi Penderita Hipertensi,1,Sistem Cerdas,6,Penerapan Penambangan Data,3.7004466839360765e-24,0
70,"Vivi Nur Wijayaningrum, S.Kom, M.Kom",1882,Desain Sistem Smart Attendance Menggunakan Kombinasi Smart Card Dan Sidik Jari,1,Sistem Cerdas,9,Penerapan Smart Living,5.1654737349727914e-39,0
70,"Vivi Nur Wijayaningrum, S.Kom, M.Kom",1883,Penyusunan Jadwal Asisten Praktikum Menggunakan Algoritma Genetika,4,Information System,34,Penerapan Pembelajaran Elektronik pada Sistem Informasi,1.0376541844870917e-21,0
70,"Vivi Nur Wijayaningrum, S.Kom, M.Kom",1884,OPTIMASI PENDISTRIBUSIAN BARANG FARMASI MENGGUNAKAN ALGORITMA GENETIKA,1,Sistem Cerdas,6,Penerapan Penambangan Data,2.165759017129425e-17,0
70,"Vivi Nur Wijayaningrum, S.Kom, M.Kom",1885,Penentuan Prioritas Rumah Tangga Miskin Menggunakan Fuzzy Tsukamoto,4,Information System,31,Penerapan Sistem Pendukung Keputusan,8.46551867448182e-23,0
70,"Vivi Nur Wijayaningrum, S.Kom, M.Kom",1886,Klasifikasi Teks Laporan Masyarakat Pada Situs Lapor! Menggunakan Recurrent Neural Network,1,Sistem Cerdas,7,Penerapan Penambangan Teks,9.545683534473007e-55,0
70,"Vivi Nur Wijayaningrum, S.Kom, M.Kom",1887,SUPPORT VECTOR REGRESSION UNTUK MEMPREDIKSI JUMLAH KUNJUNGAN WISATAWAN MANCANEGARA DI PULAU BALI,1,Sistem Cerdas,3,Penerapan Data Besar,1.474804674386711e-31,0
70,"Vivi Nur Wijayaningrum, S.Kom, M.Kom",1888,Pelatihan Pengenalan Rambu-Rambu Lalu Lintas dan Prioritas Pengguna Jalan Menggunakan Media Interaktif,4,Information System,35,Computational Thinking,3.948163480860703e-101,0
70,"Vivi Nur Wijayaningrum, S.Kom, M.Kom",1889,Pemanfaatan AES dengan Key Dinamis sebagai Metode Pengamanan Data pada Smart Card,2,Computer Network,18,Penerapan Enkripsi,7.846177006920239e-55,0
70,"Vivi Nur Wijayaningrum, S.Kom, M.Kom",1890,Penentuan Rute Pengiriman Ice Tube di Kota Malang dengan Algoritma Genetika,4,Information System,28,Penerapan Sistem Informasi Geografis,3.634281822705723e-23,0
70,"Vivi Nur Wijayaningrum, S.Kom, M.Kom",1891,Optimasi Aturan Fuzzy Menggunakan Particle Swarm Optimization untuk Penentuan Prioritas Rumah Tangga Miskin,4,Information System,31,Penerapan Sistem Pendukung Keputusan,9.926488683655754e-38,0
70,"Vivi Nur Wijayaningrum, S.Kom, M.Kom",1892,PENGEMBANGAN SISTEM INFORMASI TUMBUH KEMBANG BALITA DI POSYANDU RAJAWALI KECAMATAN SINGOSARI KABUPATEN MALANG,4,Information System,28,Penerapan Sistem Informasi Geografis,2.7689145370287903e-87,0
70,"Vivi Nur Wijayaningrum, S.Kom, M.Kom",1893,SISTEM INFORMASI MANAJEMEN PEMESANAN USAHA KATERING DI PANTI ASUHAN PUTRI AISYIYAH MALANG,4,Information System,27,Penerapan Manajemen Informasi,1.8775237475697857e-77,0
70,"Vivi Nur Wijayaningrum, S.Kom, M.Kom",1894,END TO END ENKRIPSI MENGGUNAKAN ADVANCED ENCRYPTION STANDARD PADA PERANGKAT INTERNET OF THINGS,2,Computer Network,18,Penerapan Enkripsi,8.427899312437498e-36,0
70,"Vivi Nur Wijayaningrum, S.Kom, M.Kom",1895,SISTEM PAKAR REKOMENDASI MENU MAKANAN UNTUK MENCUKUPI KEBUTUHAN GIZI IBU MENYUSUI,1,Sistem Cerdas,5,Penerapan Sistem Pakar,7.519003965956194e-63,0
70,"Vivi Nur Wijayaningrum, S.Kom, M.Kom",1896,PERAMALAN HARGA BAHAN POKOK MENGGUNAKAN SUPPORT VECTOR REGRESSION,4,Information System,30,Penerapan Sistem Peramalan,4.589000083440723e-71,0
70,"Vivi Nur Wijayaningrum, S.Kom, M.Kom",1897,SISTEM INFORMASI PENGELOLAAN DATA KUNJUNGAN BEROBAT POLIKLINIK BERBASIS WEB DI POLITEKNIK NEGERI MALANG,4,Information System,28,Penerapan Sistem Informasi Geografis,6.64042652683904e-58,0
70,"Vivi Nur Wijayaningrum, S.Kom, M.Kom",1898,Deteksi Copy-Move Forgery pada Citra Digital menggunakan Scale Invariant Feature Transform,3,Computer Vision,20,Penerapan Watermarking pada Citra,1.0031318094299956e-22,0
70,"Vivi Nur Wijayaningrum, S.Kom, M.Kom",1899,SISTEM INFORMASI MANAJEMEN PERSEWAAN OUTDOOR DI MALANG CAMP BERBASIS WEBSITE,4,Information System,33,Penerapan Customer Relationship Management,2.044046792050913e-17,0
70,"Vivi Nur Wijayaningrum, S.Kom, M.Kom",1900,Identifikasi Instansi Terkait pada Layanan Aspirasi dan Pengaduan Online Rakyat di Situs LAPOR! Menggunakan Recurrent Neural Network,1,Sistem Cerdas,8,Penerapan Intelijen Bisnis,1.7908599386822645e-70,0
70,"Vivi Nur Wijayaningrum, S.Kom, M.Kom",1901,Optimasi Komposisi Pakan Ternak Menggunakan Hybrid Algoritma Genetika Adaptif dan Simulated Annealing”,3,Computer Vision,21,Penerapan Kompresi Citra,3.1686888074784096e-28,0
70,"Vivi Nur Wijayaningrum, S.Kom, M.Kom",1902,OPTIMASI RUTE KENDARAAN TRAVEL MENGGUNAKAN HYBRID PARTICLE SWARM OPTIMIZATION DENGAN ALGORITMA GENETIKA,3,Computer Vision,21,Penerapan Kompresi Citra,2.16224804370296e-34,0
71,"Vivin Ayu Lestari, S.Pd",1903,SISTEM PAKAR DIAGNOSA PREEKLAMPSIA DINI PADA IBU HAMIL MENGGUNAKAN METODE FUZZY LOGIC DAN CERTAINTY FACTOR,1,Sistem Cerdas,5,Penerapan Sistem Pakar,2.77461893377641e-29,0
71,"Vivin Ayu Lestari, S.Pd",1904,Pelatihan Pengenalan Rambu-Rambu Lalu Lintas dan Prioritas Pengguna Jalan Menggunakan Media Interaktif,4,Information System,35,Computational Thinking,3.948163480860703e-101,0
71,"Vivin Ayu Lestari, S.Pd",1905,Analisis peran perilaku konsumen untuk merespon green marketing Survei pada konsumen air mineral merek Ades di kalangan mahasiswa Ma’had Puteri Sunan Ampel al-Ali Universitas …,1,Sistem Cerdas,3,Penerapan Data Besar,2.1581079739706907e-54,0
71,"Vivin Ayu Lestari, S.Pd",1906,PENGEMBANGAN MEDIA PEMBELAJARAN MENGGUNAKAN MULTIMEDIA INTERAKTIF PADA KOMPETENSI DASAR MELAKUKAN PERAWATAN PC,5,Multimedia dan Game,37,Multimedia,1.08895482337702e-30,0
71,"Vivin Ayu Lestari, S.Pd",1907,SISTEM INFORMASI MANAJEMEN PEMESANAN USAHA KATERING DI PANTI ASUHAN PUTRI AISYIYAH MALANG,4,Information System,27,Penerapan Manajemen Informasi,1.8775237475697857e-77,0
71,"Vivin Ayu Lestari, S.Pd",1908,Pengembangan Website Sistem Pendukung Keputusan Untuk Menentukan Gizi Balita Di Kota Kediri Menggunakan Metode Fuzzy Mamdani,4,Information System,31,Penerapan Sistem Pendukung Keputusan,3.553964580684916e-72,0
71,"Vivin Ayu Lestari, S.Pd",1909,SISTEM INFORMASI PREDIKSI PENYEWAAN MOBIL MENGGUNAKAN METODE SINGLE EXPONENTIAL SMOOTHING PADA SITA TRANS ARJOSARI MALANG,4,Information System,30,Penerapan Sistem Peramalan,3.0544562444240987e-41,0
71,"Vivin Ayu Lestari, S.Pd",1910,ANALISIS USER ACCEPTANCE UNTUK EVALUASI PENGEMBANGAN TEKNOLOGI IOT MENGGUNAKAN UTAUT-5 FAKTOR,4,Information System,27,Penerapan Manajemen Informasi,7.213926595418762e-78,0
71,"Vivin Ayu Lestari, S.Pd",1911,SISTEM PENGAMBILAN KEPUTUSAN KELAYAKAN KREDIT MENGGUNAKAN METODE SAW SIMPLE ADDITIVE WEIGHTINGSTUDI KASUS PT BUSSAN AUTO FINANCE SIDOARJO JAWA TIMUR,4,Information System,31,Penerapan Sistem Pendukung Keputusan,2.605328137710365e-43,0
71,"Vivin Ayu Lestari, S.Pd",1912,APLIKASI MANAJEMEN KEUANGAN PRIBADI BERBASIS ANDROID,5,Multimedia dan Game,38,Penerapan Augmented Reality,4.102072810134656e-25,0
71,"Vivin Ayu Lestari, S.Pd",1913,PENGEMBANGAN WEBSITE SISTEM PENDUKUNG KEPUTUSAN UNTUK MENENTUKAN GIZI BALITA DI KOTA KEDIRI MENGGUNAKAN METODE FUZZY MAMDANI,4,Information System,31,Penerapan Sistem Pendukung Keputusan,3.553964580684916e-72,0
71,"Vivin Ayu Lestari, S.Pd",1914,Pengembangan Aplikasi Kurikulum Pendidikan Tinggi Berbasis KKNI Studi Kasus Jurusan Teknologi Informasi Politeknik Negeri Malang,4,Information System,27,Penerapan Manajemen Informasi,3.580570729696583e-77,0
71,"Vivin Ayu Lestari, S.Pd",1915,MONITORING DAN PROFILING KONDISI INTENSITAS CAHAYA LAMPU DI RUANGAN MENGGUNAKAN METODE FUZZY TSUKAMOTO DAN RASPBERRY PI,2,Computer Network,11,Penerapan IoT,6.307842481267587e-122,0
71,"Vivin Ayu Lestari, S.Pd",1916,Pengembangan Kerangka Kerja Untuk Evaluasi Usability Pada E-Government Studi Kasus E-Finance Pemerintah Kota Malang,1,Sistem Cerdas,9,Penerapan Smart Living,8.219847398748599e-36,0
72,Wilda Imama Sabilla,1917,Prediksi Ketepatan Waktu Lulus Mahasiswa dengan k-Nearest Neighbor dan Naïve Bayes Classifier,1,Sistem Cerdas,3,Penerapan Data Besar,2.0519360100685566e-31,0
72,Wilda Imama Sabilla,1918,Implementasi Multilayer Perceptron Untuk Memprediksi Harapan Hidup Pada Pasien Penyakit Kardiovaskular,1,Sistem Cerdas,3,Penerapan Data Besar,9.19983172010586e-22,0
72,Wilda Imama Sabilla,1919,Implementasi Algoritma Ant Tree Miner Untuk Klasifikasi Jenis Fauna,1,Sistem Cerdas,3,Penerapan Data Besar,9.971624704550108e-16,0
72,Wilda Imama Sabilla,1920,Identifikasi Kualitas Cabai Berdasarkan Warna dan Tekstur Dengan Menggunakan Metode K-Nearest Neighbor,3,Computer Vision,25,Penerapan Morfologi Citra Digital,1.8645263184378343e-55,0
72,Wilda Imama Sabilla,1921,PERENCANAAN KEBUTUHAN PENJUALAN KAYU PADA TPK REJOSARI KPH MALANG MENGUNAKAN METODE TRIPLE EXPONENTIAL SMOOTHING,4,Information System,30,Penerapan Sistem Peramalan,1.188125691371592e-52,0
72,Wilda Imama Sabilla,1922,Reduksi Fitur untuk Optimasi Prediksi Penyakit Ginjal Kronis menggunakan Radial Basis Function Neural Network,3,Computer Vision,19,Penerapan Pengenalan Pola,1.4509057007904943e-38,0
72,Wilda Imama Sabilla,1923,WORKSHOP OPTIMALISASI DIGITAL MARKETING UNTUK PELAKU UMKM PADA LAPAK BERKAH PKK DI DESA TOYOMARTO SINGOSARI KABUPATEN MALANG,4,Information System,28,Penerapan Sistem Informasi Geografis,1.0616307521891416e-52,0
72,Wilda Imama Sabilla,1924,Implementasi SMOTE dan Under Sampling pada Imbalanced Dataset untuk Prediksi Kebangkrutan Perusahaan,1,Sistem Cerdas,3,Penerapan Data Besar,2.812245036842939e-07,0
72,Wilda Imama Sabilla,1925,Aplikasi “Loan Appraisal Generator” Untuk Menentukan Kelayakan Pemberian Pinjaman Dengan Menggunakan Metode Naïve Bayes Classifier,1,Sistem Cerdas,7,Penerapan Penambangan Teks,2.6248339990910773e-63,0
72,Wilda Imama Sabilla,1926,KOMPARASI METODE MACHINE LEARNING UNTUK MEMPREDIKSI HARAPAN HIDUP PASIEN KARDIOVASKULAR,1,Sistem Cerdas,6,Penerapan Penambangan Data,8.287749842057636e-28,0
72,Wilda Imama Sabilla,1927,Workshop Pemanfaatan Teknologi untuk Memantau Tumbuh Kembang dan Kesehatan Balita,5,Multimedia dan Game,38,Penerapan Augmented Reality,2.0350471806850168e-91,0
73,"Yoppy Yunhasnawa, S.ST., M.Sc.",1928,Pengembangan Sistem Pakar Untuk Diagnosa Penyakit Kulit Pada Manusia Menggunakan Metode Naive Bayes,1,Sistem Cerdas,5,Penerapan Sistem Pakar,5.84650218188587e-48,0
73,"Yoppy Yunhasnawa, S.ST., M.Sc.",1929,Implementasi Metode Support Vector Machine Untuk Indentifikasi Penyakit Daun Tanaman Kubis,3,Computer Vision,25,Penerapan Morfologi Citra Digital,1.519923513621617e-26,0
73,"Yoppy Yunhasnawa, S.ST., M.Sc.",1930,Sistem Pakar Emosi Wanita Jawa Menggunakan Metode Certainty Factor,1,Sistem Cerdas,5,Penerapan Sistem Pakar,3.87142439303079e-34,0
73,"Yoppy Yunhasnawa, S.ST., M.Sc.",1931,Sistem Pengenalan Huruf Bahasa Isyarat Menggunakan Adaptive Learning Vector Quantization,3,Computer Vision,19,Penerapan Pengenalan Pola,3.6381595558029034e-22,0
73,"Yoppy Yunhasnawa, S.ST., M.Sc.",1932,Analisis Respon Emosi Marah Wanita Jawa Dengan Algoritma K-Means Clustering,1,Sistem Cerdas,3,Penerapan Data Besar,2.175066575751485e-43,0
73,"Yoppy Yunhasnawa, S.ST., M.Sc.",1933,Pelatihan Administrasi Perkantoran Microsoft Office Untuk Warga dan Perangkat Desa Karangduren Kec Pakisaji Kab Malang,4,Information System,35,Computational Thinking,7.962462357024257e-111,0
73,"Yoppy Yunhasnawa, S.ST., M.Sc.",1934,Implementasi Metode Moora Untuk Penentuan Prioritas Rehabilitasi Sekolah Pada Dinas Pendidikan Kota Malang,4,Information System,28,Penerapan Sistem Informasi Geografis,8.124434394367032e-55,0
73,"Yoppy Yunhasnawa, S.ST., M.Sc.",1935,Implementasi Metode Moora Pada Sistem Pendukung Keputusan Untuk Transfer Pemain Sepakbola Yang Tepat Bagi Sebuah Tim,4,Information System,31,Penerapan Sistem Pendukung Keputusan,8.791089722873596e-71,0
73,"Yoppy Yunhasnawa, S.ST., M.Sc.",1936,PELATIHAN PEMBUATAN PRESENTASI INTERAKTIF UNTUK WARGA DAN PERANGKAT DESA KARANGDUREN KEC PAKISAJI KAB MALANG,4,Information System,35,Computational Thinking,1.7586643098305192e-67,0
73,"Yoppy Yunhasnawa, S.ST., M.Sc.",1937,Analisis Sentimen Kualitas Layanan Online Marketplace Di Indonesia Menggunakan Metode Support Vector Machine,1,Sistem Cerdas,7,Penerapan Penambangan Teks,6.589349721082731e-68,0
73,"Yoppy Yunhasnawa, S.ST., M.Sc.",1938,Implementasi Metode Backpropagation pada Prediksi Pemakaian Air Perbulan Studi Kasus PDAM Kabupaten Malang Unit Pakisaji,1,Sistem Cerdas,3,Penerapan Data Besar,3.637532790739699e-34,0
73,"Yoppy Yunhasnawa, S.ST., M.Sc.",1939,SISTEM REPOSITORI DAN PENGARSIPAN UNTUK MANAJEMEN PENYIMPANAN DATA SURAT RESMI PADA DESA KARANGDUREN KABUPATEN MALANG,4,Information System,27,Penerapan Manajemen Informasi,1.6080568748788807e-79,0
73,"Yoppy Yunhasnawa, S.ST., M.Sc.",1940,Implementasi Metode K-Means Dbscan Dan Meanshift Untuk Analisis Jenis Ancaman Jaringan Pada Intrusion Detection System,2,Computer Network,14,Penerapan Virtualisasi Jaringan,4.0164569085812186e-27,0
73,"Yoppy Yunhasnawa, S.ST., M.Sc.",1941,ANALISIS JENIS-JENIS ANCAMAN JARINGAN PADA INTRUSION DETECTION SYSTEM MENGGUNAKAN METODE K-MEANS,2,Computer Network,14,Penerapan Virtualisasi Jaringan,4.0164569085812186e-27,0
73,"Yoppy Yunhasnawa, S.ST., M.Sc.",1942,Implementasi 360 Degree untuk Membantu Proses Pelaporan Kinerja Dosen Studi Kasus; JTI Polinema,4,Information System,31,Penerapan Sistem Pendukung Keputusan,2.925132428430496e-50,0
73,"Yoppy Yunhasnawa, S.ST., M.Sc.",1943,Penilaian Dosen Berprestasi menggunakan Metode Waspas,4,Information System,31,Penerapan Sistem Pendukung Keputusan,3.8099860148771855e-30,0
73,"Yoppy Yunhasnawa, S.ST., M.Sc.",1944,Evaluasi Kmeans Clustering Pada Preprocessing Sistem Temu Kembali Informasi,1,Sistem Cerdas,4,Penerapan Information Retrieval,1.0083789584028857e-13,0
73,"Yoppy Yunhasnawa, S.ST., M.Sc.",1945,IMPLEMENTASI 360 DEGREE UNTUK MEMBANTU PROSES PELAPORAN KINERJA DOSEN STUDI KASUS JURUSAN TEKNOLOGI INFORMASI POLITEKNIK NEGERI MALANG,4,Information System,27,Penerapan Manajemen Informasi,8.984764193702964e-81,0
