,indeks_1,indeks_2,No,Nama Dosen,Judul Jurnal,Kata Judul Jurnal Hasil Filter
15077,15077,15078,1466,"Septian Enggar Sukmana, S.Pd., M.T",PENGEMBANGAN APLIKASI MOBILE LEARNING SEBAGAI MEDIA PEMBELAJARAN MATEMATIKA PADA MATERI BANGUN RUANG UNTUK SISWA SMP KELAS VII DAN IX,vii
15078,15078,15079,1466,"Septian Enggar Sukmana, S.Pd., M.T",PENGEMBANGAN APLIKASI MOBILE LEARNING SEBAGAI MEDIA PEMBELAJARAN MATEMATIKA PADA MATERI BANGUN RUANG UNTUK SISWA SMP KELAS VII DAN IX,ix
15079,15079,15080,1467,"Sofyan Noor Arief, S.ST., M.Kom.",Optimasi Adaptasi Kualitas Konten dengan Distribusi Beban untuk Peningkatan Kinerja Layanan Multimedia dalam Jaringan,optimasi
15080,15080,15081,1467,"Sofyan Noor Arief, S.ST., M.Kom.",Optimasi Adaptasi Kualitas Konten dengan Distribusi Beban untuk Peningkatan Kinerja Layanan Multimedia dalam Jaringan,adaptasi
15081,15081,15082,1467,"Sofyan Noor Arief, S.ST., M.Kom.",Optimasi Adaptasi Kualitas Konten dengan Distribusi Beban untuk Peningkatan Kinerja Layanan Multimedia dalam Jaringan,kualitas
15082,15082,15083,1467,"Sofyan Noor Arief, S.ST., M.Kom.",Optimasi Adaptasi Kualitas Konten dengan Distribusi Beban untuk Peningkatan Kinerja Layanan Multimedia dalam Jaringan,konten
15083,15083,15084,1467,"Sofyan Noor Arief, S.ST., M.Kom.",Optimasi Adaptasi Kualitas Konten dengan Distribusi Beban untuk Peningkatan Kinerja Layanan Multimedia dalam Jaringan,distribusi
15084,15084,15085,1467,"Sofyan Noor Arief, S.ST., M.Kom.",Optimasi Adaptasi Kualitas Konten dengan Distribusi Beban untuk Peningkatan Kinerja Layanan Multimedia dalam Jaringan,beban
15085,15085,15086,1467,"Sofyan Noor Arief, S.ST., M.Kom.",Optimasi Adaptasi Kualitas Konten dengan Distribusi Beban untuk Peningkatan Kinerja Layanan Multimedia dalam Jaringan,tingkat
15086,15086,15087,1467,"Sofyan Noor Arief, S.ST., M.Kom.",Optimasi Adaptasi Kualitas Konten dengan Distribusi Beban untuk Peningkatan Kinerja Layanan Multimedia dalam Jaringan,kerja
15087,15087,15088,1467,"Sofyan Noor Arief, S.ST., M.Kom.",Optimasi Adaptasi Kualitas Konten dengan Distribusi Beban untuk Peningkatan Kinerja Layanan Multimedia dalam Jaringan,layan
15088,15088,15089,1467,"Sofyan Noor Arief, S.ST., M.Kom.",Optimasi Adaptasi Kualitas Konten dengan Distribusi Beban untuk Peningkatan Kinerja Layanan Multimedia dalam Jaringan,multimedia
15089,15089,15090,1467,"Sofyan Noor Arief, S.ST., M.Kom.",Optimasi Adaptasi Kualitas Konten dengan Distribusi Beban untuk Peningkatan Kinerja Layanan Multimedia dalam Jaringan,jaring
15090,15090,15091,1468,"Ulla Delfana Rosiani, ST., MT.",Sistem Pengenalan Wajah Untuk Keamanan Folder Menggunakan Metode Triangle Face,kenal
15091,15091,15092,1468,"Ulla Delfana Rosiani, ST., MT.",Sistem Pengenalan Wajah Untuk Keamanan Folder Menggunakan Metode Triangle Face,wajah
15092,15092,15093,1468,"Ulla Delfana Rosiani, ST., MT.",Sistem Pengenalan Wajah Untuk Keamanan Folder Menggunakan Metode Triangle Face,aman
15093,15093,15094,1468,"Ulla Delfana Rosiani, ST., MT.",Sistem Pengenalan Wajah Untuk Keamanan Folder Menggunakan Metode Triangle Face,folder
15094,15094,15095,1468,"Ulla Delfana Rosiani, ST., MT.",Sistem Pengenalan Wajah Untuk Keamanan Folder Menggunakan Metode Triangle Face,metode
15095,15095,15096,1468,"Ulla Delfana Rosiani, ST., MT.",Sistem Pengenalan Wajah Untuk Keamanan Folder Menggunakan Metode Triangle Face,triangle
15096,15096,15097,1468,"Ulla Delfana Rosiani, ST., MT.",Sistem Pengenalan Wajah Untuk Keamanan Folder Menggunakan Metode Triangle Face,face
15097,15097,15098,1469,"Ulla Delfana Rosiani, ST., MT.",Klasifikasi Jenis Kelamin Pada Citra Wajah Menggunakan Metode Naive Bayes,klasifikasi
15098,15098,15099,1469,"Ulla Delfana Rosiani, ST., MT.",Klasifikasi Jenis Kelamin Pada Citra Wajah Menggunakan Metode Naive Bayes,jenis
15099,15099,15100,1469,"Ulla Delfana Rosiani, ST., MT.",Klasifikasi Jenis Kelamin Pada Citra Wajah Menggunakan Metode Naive Bayes,kelamin
15100,15100,15101,1469,"Ulla Delfana Rosiani, ST., MT.",Klasifikasi Jenis Kelamin Pada Citra Wajah Menggunakan Metode Naive Bayes,citra
15101,15101,15102,1469,"Ulla Delfana Rosiani, ST., MT.",Klasifikasi Jenis Kelamin Pada Citra Wajah Menggunakan Metode Naive Bayes,wajah
15102,15102,15103,1469,"Ulla Delfana Rosiani, ST., MT.",Klasifikasi Jenis Kelamin Pada Citra Wajah Menggunakan Metode Naive Bayes,metode
15103,15103,15104,1469,"Ulla Delfana Rosiani, ST., MT.",Klasifikasi Jenis Kelamin Pada Citra Wajah Menggunakan Metode Naive Bayes,naive
15104,15104,15105,1469,"Ulla Delfana Rosiani, ST., MT.",Klasifikasi Jenis Kelamin Pada Citra Wajah Menggunakan Metode Naive Bayes,bayes
15105,15105,15106,1470,"Ulla Delfana Rosiani, ST., MT.",Pengembangan Aplikasi Pemilihan Buah Tomat Untuk Bibit Unggul Berdasarkan Warna Dan Ukuran Menggunakan HSV Dan Thresholding,kembang
15106,15106,15107,1470,"Ulla Delfana Rosiani, ST., MT.",Pengembangan Aplikasi Pemilihan Buah Tomat Untuk Bibit Unggul Berdasarkan Warna Dan Ukuran Menggunakan HSV Dan Thresholding,aplikasi
15107,15107,15108,1470,"Ulla Delfana Rosiani, ST., MT.",Pengembangan Aplikasi Pemilihan Buah Tomat Untuk Bibit Unggul Berdasarkan Warna Dan Ukuran Menggunakan HSV Dan Thresholding,pilih
15108,15108,15109,1470,"Ulla Delfana Rosiani, ST., MT.",Pengembangan Aplikasi Pemilihan Buah Tomat Untuk Bibit Unggul Berdasarkan Warna Dan Ukuran Menggunakan HSV Dan Thresholding,buah
15109,15109,15110,1470,"Ulla Delfana Rosiani, ST., MT.",Pengembangan Aplikasi Pemilihan Buah Tomat Untuk Bibit Unggul Berdasarkan Warna Dan Ukuran Menggunakan HSV Dan Thresholding,tomat
15110,15110,15111,1470,"Ulla Delfana Rosiani, ST., MT.",Pengembangan Aplikasi Pemilihan Buah Tomat Untuk Bibit Unggul Berdasarkan Warna Dan Ukuran Menggunakan HSV Dan Thresholding,bibit
15111,15111,15112,1470,"Ulla Delfana Rosiani, ST., MT.",Pengembangan Aplikasi Pemilihan Buah Tomat Untuk Bibit Unggul Berdasarkan Warna Dan Ukuran Menggunakan HSV Dan Thresholding,unggul
15112,15112,15113,1470,"Ulla Delfana Rosiani, ST., MT.",Pengembangan Aplikasi Pemilihan Buah Tomat Untuk Bibit Unggul Berdasarkan Warna Dan Ukuran Menggunakan HSV Dan Thresholding,dasar
15113,15113,15114,1470,"Ulla Delfana Rosiani, ST., MT.",Pengembangan Aplikasi Pemilihan Buah Tomat Untuk Bibit Unggul Berdasarkan Warna Dan Ukuran Menggunakan HSV Dan Thresholding,warna
15114,15114,15115,1470,"Ulla Delfana Rosiani, ST., MT.",Pengembangan Aplikasi Pemilihan Buah Tomat Untuk Bibit Unggul Berdasarkan Warna Dan Ukuran Menggunakan HSV Dan Thresholding,ukur
15115,15115,15116,1470,"Ulla Delfana Rosiani, ST., MT.",Pengembangan Aplikasi Pemilihan Buah Tomat Untuk Bibit Unggul Berdasarkan Warna Dan Ukuran Menggunakan HSV Dan Thresholding,hsv
15116,15116,15117,1470,"Ulla Delfana Rosiani, ST., MT.",Pengembangan Aplikasi Pemilihan Buah Tomat Untuk Bibit Unggul Berdasarkan Warna Dan Ukuran Menggunakan HSV Dan Thresholding,thresholding
15117,15117,15118,1471,"Ulla Delfana Rosiani, ST., MT.",Segmentasi Berbasis K-Means Pada Deteksi Citra Penyakit Daun Tanaman Jagung,segmentasi
15118,15118,15119,1471,"Ulla Delfana Rosiani, ST., MT.",Segmentasi Berbasis K-Means Pada Deteksi Citra Penyakit Daun Tanaman Jagung,bas
15119,15119,15120,1471,"Ulla Delfana Rosiani, ST., MT.",Segmentasi Berbasis K-Means Pada Deteksi Citra Penyakit Daun Tanaman Jagung,k-means
15120,15120,15121,1471,"Ulla Delfana Rosiani, ST., MT.",Segmentasi Berbasis K-Means Pada Deteksi Citra Penyakit Daun Tanaman Jagung,deteksi
15121,15121,15122,1471,"Ulla Delfana Rosiani, ST., MT.",Segmentasi Berbasis K-Means Pada Deteksi Citra Penyakit Daun Tanaman Jagung,citra
15122,15122,15123,1471,"Ulla Delfana Rosiani, ST., MT.",Segmentasi Berbasis K-Means Pada Deteksi Citra Penyakit Daun Tanaman Jagung,sakit
15123,15123,15124,1471,"Ulla Delfana Rosiani, ST., MT.",Segmentasi Berbasis K-Means Pada Deteksi Citra Penyakit Daun Tanaman Jagung,daun
15124,15124,15125,1471,"Ulla Delfana Rosiani, ST., MT.",Segmentasi Berbasis K-Means Pada Deteksi Citra Penyakit Daun Tanaman Jagung,tanam
15125,15125,15126,1471,"Ulla Delfana Rosiani, ST., MT.",Segmentasi Berbasis K-Means Pada Deteksi Citra Penyakit Daun Tanaman Jagung,jagung
15126,15126,15127,1472,"Ulla Delfana Rosiani, ST., MT.",Sistem Pakar Emosi Wanita Jawa Menggunakan Metode Certainty Factor,pakar
15127,15127,15128,1472,"Ulla Delfana Rosiani, ST., MT.",Sistem Pakar Emosi Wanita Jawa Menggunakan Metode Certainty Factor,emosi
15128,15128,15129,1472,"Ulla Delfana Rosiani, ST., MT.",Sistem Pakar Emosi Wanita Jawa Menggunakan Metode Certainty Factor,wanita
15129,15129,15130,1472,"Ulla Delfana Rosiani, ST., MT.",Sistem Pakar Emosi Wanita Jawa Menggunakan Metode Certainty Factor,jawa
15130,15130,15131,1472,"Ulla Delfana Rosiani, ST., MT.",Sistem Pakar Emosi Wanita Jawa Menggunakan Metode Certainty Factor,metode
15131,15131,15132,1472,"Ulla Delfana Rosiani, ST., MT.",Sistem Pakar Emosi Wanita Jawa Menggunakan Metode Certainty Factor,certainty
15132,15132,15133,1472,"Ulla Delfana Rosiani, ST., MT.",Sistem Pakar Emosi Wanita Jawa Menggunakan Metode Certainty Factor,factor
15133,15133,15134,1473,"Ulla Delfana Rosiani, ST., MT.",Menuju Pengenalan Ekspresi Mikro Pendeteksian Komponen Wajah Menggunakan Discriminative Response Map Fitting,tuju
15134,15134,15135,1473,"Ulla Delfana Rosiani, ST., MT.",Menuju Pengenalan Ekspresi Mikro Pendeteksian Komponen Wajah Menggunakan Discriminative Response Map Fitting,kenal
15135,15135,15136,1473,"Ulla Delfana Rosiani, ST., MT.",Menuju Pengenalan Ekspresi Mikro Pendeteksian Komponen Wajah Menggunakan Discriminative Response Map Fitting,ekspresi
15136,15136,15137,1473,"Ulla Delfana Rosiani, ST., MT.",Menuju Pengenalan Ekspresi Mikro Pendeteksian Komponen Wajah Menggunakan Discriminative Response Map Fitting,mikro
15137,15137,15138,1473,"Ulla Delfana Rosiani, ST., MT.",Menuju Pengenalan Ekspresi Mikro Pendeteksian Komponen Wajah Menggunakan Discriminative Response Map Fitting,deteksi
15138,15138,15139,1473,"Ulla Delfana Rosiani, ST., MT.",Menuju Pengenalan Ekspresi Mikro Pendeteksian Komponen Wajah Menggunakan Discriminative Response Map Fitting,komponen
15139,15139,15140,1473,"Ulla Delfana Rosiani, ST., MT.",Menuju Pengenalan Ekspresi Mikro Pendeteksian Komponen Wajah Menggunakan Discriminative Response Map Fitting,wajah
15140,15140,15141,1473,"Ulla Delfana Rosiani, ST., MT.",Menuju Pengenalan Ekspresi Mikro Pendeteksian Komponen Wajah Menggunakan Discriminative Response Map Fitting,discriminative
15141,15141,15142,1473,"Ulla Delfana Rosiani, ST., MT.",Menuju Pengenalan Ekspresi Mikro Pendeteksian Komponen Wajah Menggunakan Discriminative Response Map Fitting,response
15142,15142,15143,1473,"Ulla Delfana Rosiani, ST., MT.",Menuju Pengenalan Ekspresi Mikro Pendeteksian Komponen Wajah Menggunakan Discriminative Response Map Fitting,map
15143,15143,15144,1473,"Ulla Delfana Rosiani, ST., MT.",Menuju Pengenalan Ekspresi Mikro Pendeteksian Komponen Wajah Menggunakan Discriminative Response Map Fitting,fitting
15144,15144,15145,1474,"Ulla Delfana Rosiani, ST., MT.",Pengembangan Sistem Pendeteksi Kemiripan Karya Pada Inaicta 2013,kembang
15145,15145,15146,1474,"Ulla Delfana Rosiani, ST., MT.",Pengembangan Sistem Pendeteksi Kemiripan Karya Pada Inaicta 2013,deteksi
15146,15146,15147,1474,"Ulla Delfana Rosiani, ST., MT.",Pengembangan Sistem Pendeteksi Kemiripan Karya Pada Inaicta 2013,mirip
15147,15147,15148,1474,"Ulla Delfana Rosiani, ST., MT.",Pengembangan Sistem Pendeteksi Kemiripan Karya Pada Inaicta 2013,karya
15148,15148,15149,1474,"Ulla Delfana Rosiani, ST., MT.",Pengembangan Sistem Pendeteksi Kemiripan Karya Pada Inaicta 2013,inaicta
15149,15149,15150,1474,"Ulla Delfana Rosiani, ST., MT.",Pengembangan Sistem Pendeteksi Kemiripan Karya Pada Inaicta 2013,2013
15150,15150,15151,1475,"Ulla Delfana Rosiani, ST., MT.","Identifikasi"" Acne Vulgaris"" Berdasarkan Fitur Warna Dan Tekstur Menggunakan Klasifikasi JST Backpropagation",identifikasi
15151,15151,15152,1475,"Ulla Delfana Rosiani, ST., MT.","Identifikasi"" Acne Vulgaris"" Berdasarkan Fitur Warna Dan Tekstur Menggunakan Klasifikasi JST Backpropagation",acne
15152,15152,15153,1475,"Ulla Delfana Rosiani, ST., MT.","Identifikasi"" Acne Vulgaris"" Berdasarkan Fitur Warna Dan Tekstur Menggunakan Klasifikasi JST Backpropagation",vulgar
15153,15153,15154,1475,"Ulla Delfana Rosiani, ST., MT.","Identifikasi"" Acne Vulgaris"" Berdasarkan Fitur Warna Dan Tekstur Menggunakan Klasifikasi JST Backpropagation",dasar
15154,15154,15155,1475,"Ulla Delfana Rosiani, ST., MT.","Identifikasi"" Acne Vulgaris"" Berdasarkan Fitur Warna Dan Tekstur Menggunakan Klasifikasi JST Backpropagation",fitur
15155,15155,15156,1475,"Ulla Delfana Rosiani, ST., MT.","Identifikasi"" Acne Vulgaris"" Berdasarkan Fitur Warna Dan Tekstur Menggunakan Klasifikasi JST Backpropagation",warna
15156,15156,15157,1475,"Ulla Delfana Rosiani, ST., MT.","Identifikasi"" Acne Vulgaris"" Berdasarkan Fitur Warna Dan Tekstur Menggunakan Klasifikasi JST Backpropagation",tekstur
15157,15157,15158,1475,"Ulla Delfana Rosiani, ST., MT.","Identifikasi"" Acne Vulgaris"" Berdasarkan Fitur Warna Dan Tekstur Menggunakan Klasifikasi JST Backpropagation",klasifikasi
15158,15158,15159,1475,"Ulla Delfana Rosiani, ST., MT.","Identifikasi"" Acne Vulgaris"" Berdasarkan Fitur Warna Dan Tekstur Menggunakan Klasifikasi JST Backpropagation",jst
15159,15159,15160,1475,"Ulla Delfana Rosiani, ST., MT.","Identifikasi"" Acne Vulgaris"" Berdasarkan Fitur Warna Dan Tekstur Menggunakan Klasifikasi JST Backpropagation",backpropagation
15160,15160,15161,1476,"Ulla Delfana Rosiani, ST., MT.",Pendeteksian dan Pelacakan Lokasi Wajah pada Tahap Pra-pemrosesan Pengenalan Ekspresi Mikro Menggunakan Metode Kanade-Lucas-Tomasi KLT,deteksi
15161,15161,15162,1476,"Ulla Delfana Rosiani, ST., MT.",Pendeteksian dan Pelacakan Lokasi Wajah pada Tahap Pra-pemrosesan Pengenalan Ekspresi Mikro Menggunakan Metode Kanade-Lucas-Tomasi KLT,lacak
15162,15162,15163,1476,"Ulla Delfana Rosiani, ST., MT.",Pendeteksian dan Pelacakan Lokasi Wajah pada Tahap Pra-pemrosesan Pengenalan Ekspresi Mikro Menggunakan Metode Kanade-Lucas-Tomasi KLT,lokasi
15163,15163,15164,1476,"Ulla Delfana Rosiani, ST., MT.",Pendeteksian dan Pelacakan Lokasi Wajah pada Tahap Pra-pemrosesan Pengenalan Ekspresi Mikro Menggunakan Metode Kanade-Lucas-Tomasi KLT,wajah
15164,15164,15165,1476,"Ulla Delfana Rosiani, ST., MT.",Pendeteksian dan Pelacakan Lokasi Wajah pada Tahap Pra-pemrosesan Pengenalan Ekspresi Mikro Menggunakan Metode Kanade-Lucas-Tomasi KLT,tahap
15165,15165,15166,1476,"Ulla Delfana Rosiani, ST., MT.",Pendeteksian dan Pelacakan Lokasi Wajah pada Tahap Pra-pemrosesan Pengenalan Ekspresi Mikro Menggunakan Metode Kanade-Lucas-Tomasi KLT,pra-pemrosesan
15166,15166,15167,1476,"Ulla Delfana Rosiani, ST., MT.",Pendeteksian dan Pelacakan Lokasi Wajah pada Tahap Pra-pemrosesan Pengenalan Ekspresi Mikro Menggunakan Metode Kanade-Lucas-Tomasi KLT,kenal
15167,15167,15168,1476,"Ulla Delfana Rosiani, ST., MT.",Pendeteksian dan Pelacakan Lokasi Wajah pada Tahap Pra-pemrosesan Pengenalan Ekspresi Mikro Menggunakan Metode Kanade-Lucas-Tomasi KLT,ekspresi
15168,15168,15169,1476,"Ulla Delfana Rosiani, ST., MT.",Pendeteksian dan Pelacakan Lokasi Wajah pada Tahap Pra-pemrosesan Pengenalan Ekspresi Mikro Menggunakan Metode Kanade-Lucas-Tomasi KLT,mikro
15169,15169,15170,1476,"Ulla Delfana Rosiani, ST., MT.",Pendeteksian dan Pelacakan Lokasi Wajah pada Tahap Pra-pemrosesan Pengenalan Ekspresi Mikro Menggunakan Metode Kanade-Lucas-Tomasi KLT,metode
15170,15170,15171,1476,"Ulla Delfana Rosiani, ST., MT.",Pendeteksian dan Pelacakan Lokasi Wajah pada Tahap Pra-pemrosesan Pengenalan Ekspresi Mikro Menggunakan Metode Kanade-Lucas-Tomasi KLT,kanade-lucas-tomasi
15171,15171,15172,1476,"Ulla Delfana Rosiani, ST., MT.",Pendeteksian dan Pelacakan Lokasi Wajah pada Tahap Pra-pemrosesan Pengenalan Ekspresi Mikro Menggunakan Metode Kanade-Lucas-Tomasi KLT,klt
15172,15172,15173,1477,"Ulla Delfana Rosiani, ST., MT.",IMPLEMENTASI METODE LINEAR DISCRIMINANT ANALYSIS UNTUK DETEKSI KEMATANGAN PADA BUAH STROBERI,metode
15173,15173,15174,1477,"Ulla Delfana Rosiani, ST., MT.",IMPLEMENTASI METODE LINEAR DISCRIMINANT ANALYSIS UNTUK DETEKSI KEMATANGAN PADA BUAH STROBERI,linear
15174,15174,15175,1477,"Ulla Delfana Rosiani, ST., MT.",IMPLEMENTASI METODE LINEAR DISCRIMINANT ANALYSIS UNTUK DETEKSI KEMATANGAN PADA BUAH STROBERI,discriminant
15175,15175,15176,1477,"Ulla Delfana Rosiani, ST., MT.",IMPLEMENTASI METODE LINEAR DISCRIMINANT ANALYSIS UNTUK DETEKSI KEMATANGAN PADA BUAH STROBERI,analysis
15176,15176,15177,1477,"Ulla Delfana Rosiani, ST., MT.",IMPLEMENTASI METODE LINEAR DISCRIMINANT ANALYSIS UNTUK DETEKSI KEMATANGAN PADA BUAH STROBERI,deteksi
15177,15177,15178,1477,"Ulla Delfana Rosiani, ST., MT.",IMPLEMENTASI METODE LINEAR DISCRIMINANT ANALYSIS UNTUK DETEKSI KEMATANGAN PADA BUAH STROBERI,matang
15178,15178,15179,1477,"Ulla Delfana Rosiani, ST., MT.",IMPLEMENTASI METODE LINEAR DISCRIMINANT ANALYSIS UNTUK DETEKSI KEMATANGAN PADA BUAH STROBERI,buah
15179,15179,15180,1477,"Ulla Delfana Rosiani, ST., MT.",IMPLEMENTASI METODE LINEAR DISCRIMINANT ANALYSIS UNTUK DETEKSI KEMATANGAN PADA BUAH STROBERI,stroberi
15180,15180,15181,1478,"Ulla Delfana Rosiani, ST., MT.",Keputusan Penentuan Pemenangan Koi Fish Contest Berdasarkan Penilaian Gabungan Juri Dan Penonton Dengan Metode Group Decision System Moora Dan Borda,putus
15181,15181,15182,1478,"Ulla Delfana Rosiani, ST., MT.",Keputusan Penentuan Pemenangan Koi Fish Contest Berdasarkan Penilaian Gabungan Juri Dan Penonton Dengan Metode Group Decision System Moora Dan Borda,tentu
15182,15182,15183,1478,"Ulla Delfana Rosiani, ST., MT.",Keputusan Penentuan Pemenangan Koi Fish Contest Berdasarkan Penilaian Gabungan Juri Dan Penonton Dengan Metode Group Decision System Moora Dan Borda,menang
15183,15183,15184,1478,"Ulla Delfana Rosiani, ST., MT.",Keputusan Penentuan Pemenangan Koi Fish Contest Berdasarkan Penilaian Gabungan Juri Dan Penonton Dengan Metode Group Decision System Moora Dan Borda,koi
15184,15184,15185,1478,"Ulla Delfana Rosiani, ST., MT.",Keputusan Penentuan Pemenangan Koi Fish Contest Berdasarkan Penilaian Gabungan Juri Dan Penonton Dengan Metode Group Decision System Moora Dan Borda,fish
15185,15185,15186,1478,"Ulla Delfana Rosiani, ST., MT.",Keputusan Penentuan Pemenangan Koi Fish Contest Berdasarkan Penilaian Gabungan Juri Dan Penonton Dengan Metode Group Decision System Moora Dan Borda,contest
15186,15186,15187,1478,"Ulla Delfana Rosiani, ST., MT.",Keputusan Penentuan Pemenangan Koi Fish Contest Berdasarkan Penilaian Gabungan Juri Dan Penonton Dengan Metode Group Decision System Moora Dan Borda,dasar
15187,15187,15188,1478,"Ulla Delfana Rosiani, ST., MT.",Keputusan Penentuan Pemenangan Koi Fish Contest Berdasarkan Penilaian Gabungan Juri Dan Penonton Dengan Metode Group Decision System Moora Dan Borda,nilai
15188,15188,15189,1478,"Ulla Delfana Rosiani, ST., MT.",Keputusan Penentuan Pemenangan Koi Fish Contest Berdasarkan Penilaian Gabungan Juri Dan Penonton Dengan Metode Group Decision System Moora Dan Borda,gabung
15189,15189,15190,1478,"Ulla Delfana Rosiani, ST., MT.",Keputusan Penentuan Pemenangan Koi Fish Contest Berdasarkan Penilaian Gabungan Juri Dan Penonton Dengan Metode Group Decision System Moora Dan Borda,juri
15190,15190,15191,1478,"Ulla Delfana Rosiani, ST., MT.",Keputusan Penentuan Pemenangan Koi Fish Contest Berdasarkan Penilaian Gabungan Juri Dan Penonton Dengan Metode Group Decision System Moora Dan Borda,tonton
15191,15191,15192,1478,"Ulla Delfana Rosiani, ST., MT.",Keputusan Penentuan Pemenangan Koi Fish Contest Berdasarkan Penilaian Gabungan Juri Dan Penonton Dengan Metode Group Decision System Moora Dan Borda,metode
15192,15192,15193,1478,"Ulla Delfana Rosiani, ST., MT.",Keputusan Penentuan Pemenangan Koi Fish Contest Berdasarkan Penilaian Gabungan Juri Dan Penonton Dengan Metode Group Decision System Moora Dan Borda,group
15193,15193,15194,1478,"Ulla Delfana Rosiani, ST., MT.",Keputusan Penentuan Pemenangan Koi Fish Contest Berdasarkan Penilaian Gabungan Juri Dan Penonton Dengan Metode Group Decision System Moora Dan Borda,decision
15194,15194,15195,1478,"Ulla Delfana Rosiani, ST., MT.",Keputusan Penentuan Pemenangan Koi Fish Contest Berdasarkan Penilaian Gabungan Juri Dan Penonton Dengan Metode Group Decision System Moora Dan Borda,system
15195,15195,15196,1478,"Ulla Delfana Rosiani, ST., MT.",Keputusan Penentuan Pemenangan Koi Fish Contest Berdasarkan Penilaian Gabungan Juri Dan Penonton Dengan Metode Group Decision System Moora Dan Borda,moora
15196,15196,15197,1478,"Ulla Delfana Rosiani, ST., MT.",Keputusan Penentuan Pemenangan Koi Fish Contest Berdasarkan Penilaian Gabungan Juri Dan Penonton Dengan Metode Group Decision System Moora Dan Borda,borda
15197,15197,15198,1479,"Ulla Delfana Rosiani, ST., MT.",IMPLEMENTASI ALGORITMA EXTREME LEARNING MACHINE UNTUK IDENTIFIKASI KOMPONEN GUI PADA PROTOTIPE APLIKASI MOBILE,algoritma
15198,15198,15199,1479,"Ulla Delfana Rosiani, ST., MT.",IMPLEMENTASI ALGORITMA EXTREME LEARNING MACHINE UNTUK IDENTIFIKASI KOMPONEN GUI PADA PROTOTIPE APLIKASI MOBILE,extreme
15199,15199,15200,1479,"Ulla Delfana Rosiani, ST., MT.",IMPLEMENTASI ALGORITMA EXTREME LEARNING MACHINE UNTUK IDENTIFIKASI KOMPONEN GUI PADA PROTOTIPE APLIKASI MOBILE,learning
15200,15200,15201,1479,"Ulla Delfana Rosiani, ST., MT.",IMPLEMENTASI ALGORITMA EXTREME LEARNING MACHINE UNTUK IDENTIFIKASI KOMPONEN GUI PADA PROTOTIPE APLIKASI MOBILE,machine
15201,15201,15202,1479,"Ulla Delfana Rosiani, ST., MT.",IMPLEMENTASI ALGORITMA EXTREME LEARNING MACHINE UNTUK IDENTIFIKASI KOMPONEN GUI PADA PROTOTIPE APLIKASI MOBILE,identifikasi
15202,15202,15203,1479,"Ulla Delfana Rosiani, ST., MT.",IMPLEMENTASI ALGORITMA EXTREME LEARNING MACHINE UNTUK IDENTIFIKASI KOMPONEN GUI PADA PROTOTIPE APLIKASI MOBILE,komponen
15203,15203,15204,1479,"Ulla Delfana Rosiani, ST., MT.",IMPLEMENTASI ALGORITMA EXTREME LEARNING MACHINE UNTUK IDENTIFIKASI KOMPONEN GUI PADA PROTOTIPE APLIKASI MOBILE,gui
15204,15204,15205,1479,"Ulla Delfana Rosiani, ST., MT.",IMPLEMENTASI ALGORITMA EXTREME LEARNING MACHINE UNTUK IDENTIFIKASI KOMPONEN GUI PADA PROTOTIPE APLIKASI MOBILE,prototipe
15205,15205,15206,1479,"Ulla Delfana Rosiani, ST., MT.",IMPLEMENTASI ALGORITMA EXTREME LEARNING MACHINE UNTUK IDENTIFIKASI KOMPONEN GUI PADA PROTOTIPE APLIKASI MOBILE,aplikasi
15206,15206,15207,1479,"Ulla Delfana Rosiani, ST., MT.",IMPLEMENTASI ALGORITMA EXTREME LEARNING MACHINE UNTUK IDENTIFIKASI KOMPONEN GUI PADA PROTOTIPE APLIKASI MOBILE,mobile
15207,15207,15208,1480,"Ulla Delfana Rosiani, ST., MT.",Sistem Rekomendasi Resep Masakan Berdasarkan Bahan Masakan Menggunakan Metode Adjusted Cosine Similarity,rekomendasi
15208,15208,15209,1480,"Ulla Delfana Rosiani, ST., MT.",Sistem Rekomendasi Resep Masakan Berdasarkan Bahan Masakan Menggunakan Metode Adjusted Cosine Similarity,resep
15209,15209,15210,1480,"Ulla Delfana Rosiani, ST., MT.",Sistem Rekomendasi Resep Masakan Berdasarkan Bahan Masakan Menggunakan Metode Adjusted Cosine Similarity,masakan
15210,15210,15211,1480,"Ulla Delfana Rosiani, ST., MT.",Sistem Rekomendasi Resep Masakan Berdasarkan Bahan Masakan Menggunakan Metode Adjusted Cosine Similarity,dasar
15211,15211,15212,1480,"Ulla Delfana Rosiani, ST., MT.",Sistem Rekomendasi Resep Masakan Berdasarkan Bahan Masakan Menggunakan Metode Adjusted Cosine Similarity,bahan
15212,15212,15213,1480,"Ulla Delfana Rosiani, ST., MT.",Sistem Rekomendasi Resep Masakan Berdasarkan Bahan Masakan Menggunakan Metode Adjusted Cosine Similarity,masakan
15213,15213,15214,1480,"Ulla Delfana Rosiani, ST., MT.",Sistem Rekomendasi Resep Masakan Berdasarkan Bahan Masakan Menggunakan Metode Adjusted Cosine Similarity,metode
15214,15214,15215,1480,"Ulla Delfana Rosiani, ST., MT.",Sistem Rekomendasi Resep Masakan Berdasarkan Bahan Masakan Menggunakan Metode Adjusted Cosine Similarity,adjusted
