No Judul,No Dosen,No Bidang,Judul,Nilai Prediksi
1647,59,26,XML WEB SERVICE SEBAGAI MIDDLEWARE PADA EXISTING SERVICE,4.42444449935966e-13
1648,60,31,Analisis Metode Fuzzy Analytical Network Process untuk Sistem Pengambilan Keputusan Pemeliharaan Jalan,1.7814603693546315e-27
1649,61,37,Bahaya Berita Hoax Dan Ujaran Kebencian Pada Media Sosial Terhadap Toleransi Bermasyarakat,3.3089302568479787e-18
1650,61,3,Penerapan Klasterisasi K-Means Untuk Identifikasi Sebaran Budidaya Udang Vanname,1.6114016767644357e-22
1651,61,37,Pengembangan Aplikasi Listening Test Berbasis Android,2.015247813352424e-13
1652,61,34,EVALUASI PEMBELAJARAN MENGGUNAKAN LMS SCHOOLOGY PADA MATAKULIAH COMPUTER APPLICATION,4.425616112181203e-21
1653,61,28,Pengembangan Aplikasi Dan Pelatihan Sistem Informasi TPQ Madinah Ma’arif 10 An-Nur Kota Malang,9.450766284121908e-90
1654,61,30,PERAMALAN JUMLAH PENGUNJUNG WISATAWAN MANCANEGARA MENGGUNAKAN METODE FUZZY TIME SERIES DI JAWA TIMUR,6.345969049818257e-61
1655,61,30,Sistem Peramalan Penjualan Studi Kasus Topi Punggul HM Thoha Dengan Metode Trend Moment,3.2814083087700256e-39
1656,61,3,Sistem Rekomendasi Pembelian Barang berdasarkan Pola Pembelian Konsumen menggunakan Metode Association Rule Apriori,1.6988399330370025e-65
1657,61,35,Pelatihan Pembuatan Dan Penggunan Media Promosi Digital Pada PAP’A Catering,7.928570846893767e-69
1658,61,34,PENGEMBANGAN ACCESSIBILITY SERVICE UNTUK PENINGKATAN FUNGSIONAL APLIKASI DI PERANGKAT BERGERAK,9.881330947319567e-39
1659,61,6,Pelatihan dan Pendampingan Inovasi Produk Unggulan dan Pemasaran On-Line,1.1862010990476688e-25
1660,61,30,Peramalan Jumlah Pengunjung Wisatawan Mancanegara Menggunakan Metode Fuzzy Time Series DI Jawa Timur,6.345969049818257e-61
1661,61,2,SISTEM OTOMASI IRIGASI SAWAH DENGAN METODE FUZZY,1.4645500601228435e-26
1662,61,37,Pengembangan media pembelajaran role playing game pada standar kompetensi mendiagnosis permasalahan pengoperasian PC dan periferal untuk siswa SMK bidang keahlian TKJ,8.462994815374777e-49
1663,61,32,TATA KELOLA KEAMANAN INFORMASI PADA AREA TRANSMISI PT PLN PERSERO P3B JAWA BALI MENGGUNAKAN COBIT 5 DAN ISO/IEC 27001 2013,5.814830549199625e-54
1664,62,31,Pengembangan sistem penunjang keputusan penentuan ukt mahasiswa dengan menggunakan metode moora studi kasus politeknik negeri malang,2.224219408019887e-68
1665,62,19,Identifikasi Kematangan Buah Tomat Berdasarkan Warna Menggunakan Metode Jaringan Syaraf Tiruan JST,2.7716823192249177e-33
1666,62,11,Sistem Monitoring Budidaya Ikan Lele Berbasis Internet Of Things Menggunakan Raspberry Pi,1.3229077266862693e-73
1667,62,25,IDENTIFIKASI KESEGARAN DAGING SAPI BERDASARKAN CITRANYA DENGAN EKSTRAKSI FITUR WARNA DAN TEKSTURNYA MENGGUNAKAN METODE GRAY LEVEL COOCCURRENCE MATRIX,1.23794175875766e-37
1668,62,25,Sistem Identifikasi Batik Alami Dan Batik Sintetis Berdasarkan Karakteristik Warna Citra Dengan Metode K-Means Clustering,1.2893257194632043e-34
1669,62,23,Deteksi Jenis Kelamin Berdasarkan Citra Wajah Jarak Jauh Dengan Metode Haar Cascade Classifier,2.469590674788593e-31
1670,62,12,Penggunaan Tansact SQL T-SQL Pada Pengembangan Aplikasi Manajemen Basis Data Berbasis Web,3.590997787869303e-73
1671,62,25,Klasifikasi Kualitas Tanaman Cabai Menggunakan Metode Fuzzy K-nearest Neighbor Fknn,1.4945970268980877e-50
1672,62,19,Identifikasi Citra Tulisan Tangan Digital Menggunakan Convolutional Neural Network CNN,1.5039119479018644e-48
1673,62,23,Klasifikasi Jenis Kelamin Pada Citra Wajah Menggunakan Metode Naive Bayes,1.1043343963083326e-42
1674,62,11,Sistem Monitoring Budidaya Ikan Lele Berbasis Internet of Internet of Things Based Water Monitoring System for Catfish,2.032640626536417e-106
1675,62,20,Penyisipan Watermark Menggunakan Metode Discrete Cosine Transform Pada Citra Digital,2.074460013509756e-20
1676,62,23,Penerapan Facial Landmark Point Untuk Klasifikasi Jenis Kelamin Berdasarkan Citra Wajah,3.482898100329858e-36
1677,62,5,Sistem pakar diagnosa hama dan penyakit pada tanaman apel menggunakan metode certainty factor,1.923800469085756e-23
1678,62,25,Deteksi ikan bandeng berformalin berdasarkan citra insang menggunakan metode naive bayes classifier,5.521355975431267e-49
1679,62,2,Penerapan Algoritma A* Untuk Penentuan Jalur Pendakian Terbaik Pada Game Petualangan 3D,3.0003734786002908e-74
1680,62,19,Deteksi dan pengenalan rambu lalu lintas di Indonesia menggunakan RGBN dan Gabor,2.6632606375467365e-41
1681,62,6,Pengelompokan Kejadian Gempa Bumi menggunakan Fuzzy C-Means Clustering,1.3037334184533555e-46
1682,62,11,IMPLEMENTASI VIDEO STREAMING LALU LINTAS KENDARAAN DENGAN SERVER RASPBERRY PI MENGGUNAKAN PROTOKOL H 264,2.3050054035389403e-31
1683,62,23,Sistem Pengaturan Lampu Lalu Lintas Berdasarkan Estimasi Panjang Antrian Menggunakan Pengolahan Citra,2.641823284204474e-60
1684,62,31,Sistem Pendukung Keputusan Pemilihan Lokasi Sistem Pendukung Keputusan Rekomendasi Anggota Calon Paskibraka Menggunakan Metode Topsis,3.8405759487947634e-29
1685,62,37,Pengenalan bangun datar untuk pembelajaran taman kanak–kanak menggunakan jaringan syaraf tiruan,8.025708026430407e-19
1686,62,18,Enkripsi Citra Menggunakan Algoritma Kubus Rubik dengan Pembangkit Kunci Md5,8.895199640907633e-18
1687,62,27,DESAIN FRAMEWORK LINE CHATBOT MENGGUNAKAN NODEJS DAN MONGODB,2.1677432718770483e-40
1688,62,25,Klasifikasi Varietas Biji Kopi Arabika Menggunakan Ekstraksi Bentuk dan Tekstur,3.96357999302738e-21
1689,62,21,Analisis perbandingan algoritma rle dan huffman pada kompresi citra,5.650231416247162e-37
1690,62,11,Sistem Automasi Perkebunan dan Pemantauan Cuaca Menggunakan AWS Berbasis Raspberry Pi,1.286645330207682e-43
1691,62,11,Rancang Bangun Penghitung Benih Ikan Menggunakan Binary Thresholding pada Raspberry Pi secara Real TIME,3.617484192374193e-33
1692,62,23,IMPLEMENTASI METODE FUZZY UNTUK KLASIFIKASI USIA JERUK NIPIS,2.7412720322996875e-38
1693,62,28,Sistem Informasi Penentuan Lokasi TPA Sampah Menggunakan Metode AHP Studi Kasus Dinas Kebersihan dan Pertamanan Kota Malang,5.817769338471369e-35
1694,62,23,Implementasi metode back-propagation untuk klasifikasi tingkat kematangan mangga podang,3.274790887761717e-17
1695,62,22,PERBAIKAN KUALITAS CITRA DIGITAL BERDASARKAN HISTOGRAM EQUALIZATION DENGAN MENGGUNAKAN FUZZY,8.060224670000919e-47
1696,62,11,RANCANG BANGUN ALAT MONITORING CO DAN SUHU DALAM KABIN MOBIL BERBASIS NOTIFIKASI TELEGRAM,4.068170093660428e-61
1697,62,28,WORKSHOP OPTIMALISASI DIGITAL MARKETING UNTUK PELAKU UMKM PADA LAPAK BERKAH PKK DI DESA TOYOMARTO SINGOSARI KABUPATEN MALANG,1.0616307521891416e-52
1698,62,16,Live K-Means Clustering Pada Wireless Sensor Network Menggunakan Google Maps Api,5.104365315333448e-61
1699,62,37,PERANCANGAN DAN PEMBUATAN VIRTUAL LABORATORIUM GRAYSCALE MORPHOLOGY UNTUK MATA KULIAH PENGOLAHAN CITRA,5.0083798187069785e-56
1700,62,37,PENGEMBANGAN VIRTUAL LAB MATA KULIAH PENGOLAHAN CITRA PADA BAB GRAYSCALE MORPHOLOGY,3.590862000975039e-50
1701,62,3,Prediksi Banjir Lahar Dingin Pada Lereng Merapi Menggunakan Data Curah Hujan Dari Satelit,4.084431839529105e-25
1702,62,7,IDENTIFIKASI PENYAKIT PADA TANAMAN TEBU MENGGUNAKAN METODE ANT COLONY OPTIMIZATION ACO COLOR MOMENTS DAN K-NEAREST NEIGHBOR,3.063855761753104e-26
1703,62,30,Perancangan Sistem Prediksi Kepadatan Lalu Lintas Menggunakan Metode Double Exponential Smoothing Berbasis IoT,5.538288149155952e-32
1704,62,22,LITERASI DIGITAL UNTUK MENINGKATKAN ETIKA KOMUNIKASI DIGITAL BAGI KOMUNITAS REENACTOR NGALAM,6.679663320012738e-57
1705,62,28,SISTEM INFORMASI INVENTARISASI DAN PEMINJAMAN ALAT DI UKM OPA GANENDRA GIRI,4.574284627589203e-12
1706,62,3,PENERAPAN METODE FUZZY MAMDANI UNTUK PEMILIHAN PRODUK HERBALIFE BERDASARKAN PREDIKSI KESEHATAN KONSUMEN STUDI KASUS RUMAH NUTRISI FRESH CLUB,1.9736762380036064e-72
1707,62,3,PREDIKSI KEPADATAN LALU LINTAS MENGGUNAKAN YOLO OBJECT DETECTION DAN DI IMPLEMENTASIKAN PADA RASPBERY PI 3B+ DAN INTEL NCS 2,1.065191073134289e-25
1708,62,31,Sistem Pendukung Keputusan Untuk Menentukan Jenis Investasi Menggunakan Metode Fuzzy Dan Cost Benefit Analysis,3.399132128162666e-43
1709,62,23,Penyesuaian Spektrum Warna Pada Citra Digital Untuk Penderita Buta Warna Deuteranopia,1.0783414524249257e-18
1710,62,20,IDENTIFIKASI AKOR GITAR MENGGUNAKAN ALGORITMA FAST FOURIER TRANSFORM FFT BERBASIS ANDROID,3.792636482880005e-50
1711,62,28,Sistem Penentuan Status Bencana Banjir pada Daerah Lerang Merapi,3.73388983512612e-34
1712,62,34,Optimasi Pengacakan Kenaikan Kelas Di Sma Menggunakan Algoritma Genetika,7.988784739974082e-48
1713,62,5,IDENTIFIKASI PENYAKIT CVPD Citrus Vein Phloem Degeneration PADA DAUN JERUK MENGGGUNAKAN OTSU TRESHOLD DAN PENGUKURAN CIRI FISIK SECARA OTOMATIS BERBASIS ANDROID,1.0217100206985113e-65
1714,62,7,APLIKASI IDENTIFIKASI KUALITAS SUSU MENGGUNAKAN METODE KLASIFIKASI NAIVE BAYES,1.0112324354870524e-48
1715,62,25,PENGOLAHAN CITRA DIGITAL IDENTIFIKASI JENIS TANAH MENGGUNAKAN METODE NAIVE BAYES CLASSIFIER,8.421522902579733e-61
1716,62,5,SISTEM PAKAR DIAGNOSIS AWAL PENYAKIT KAMBING MENGGUNAKAN FUZZY INFERENCE TSUKAMOTO,2.436570645786624e-21
1717,62,38,Pengembangan Aplikasi Keuangan di SPBU Sera Km 25 Sidoarjo,1.6820255679665488e-14
1718,62,20,IMPLEMENTASI WATERMARKING PADA CITRA DIGITAL MENGGUNAKAN METODE DFT 2 DIMENSI,1.2961928229329237e-19
1719,62,19,PENGENALAN EKSPRESI WAJAH BERDASARKAN EKSTRAKSI FITUR ALIS MATA DAN MULUT,1.1044865171826171e-20
1720,62,38,PERCEPATAN MOTION ESTIMATION BERBASIS FASE DENGAN TEKNIK HIERARCHICAL SEARCH MENGGUNAKAN GRAPHICAL PROCESSING UNIT GPU,2.8715253029116523e-32
1721,62,38,Percepatan Motion Estimation Berbasis Phase Only Correlation Dengan Teknik Full Search Menggunakan Paralel Threading Pada Gpu,1.9627141335288304e-40
1722,62,19,Implementasi Metode Learning Vector Quantization LVQ Pada Pengenalan Bahasa,1.7580611168018897e-39
1723,62,38,Bas ara AR 235 Buliali JL 3 Bungas K 105,3.5301753525505397e-10
1724,63,30,Penerapan Metode Double Exponential Smoothing Pada Peramalan Produksi Tanaman Pangan,5.275870935239087e-43
1725,63,3,Uji Aktivitas Antioksidan Penentuan Kandungan Fenolik dan Flavonoid Total Fraksi Kloroform dan Fraksi Air Ekstrak Metanolik Pegagan Centella asiatica L Urban,1.0125623856547361e-18
1726,63,31,Sistem pendukung keputusan kelayakan hasil cetakan buku menggunakan metode moora,1.2482672512231545e-45
1727,63,31,Pengembangan Sistem Pendukung Keputusan Untuk Penentuan Penerima Bantuan Raskin dengan Menggunakan Metode TOPSIS,4.927444678758796e-22
1728,63,31,Sistem Pendukung Keputusan Kenaikan Jabatan Dengan Metode Ahp-Topsis Studi Kasus Pt Makmur Citra Abadi,7.36123994689963e-61
1729,63,11,Implementasi Iot Pada Sistem Penyiraman Otomatis Tanaman Cabai Berbasis Raspberry Pi Dengan Metode Fuzzy Logic,2.8251136137893085e-60
1730,63,11,Sistem Monitoring Budidaya Ikan Lele Berbasis Internet of Internet of Things Based Water Monitoring System for Catfish,2.032640626536417e-106
1731,63,5,Sistem Pakar Diagnosa Penyakit Gigi dan Mulut Menggunakan Metode Forward chaining Studi Kasus RS Brawijaya Malang,1.7395975744470663e-69
1732,63,31,Sistem Pendukung Keputusan Penentuan Tanaman Obat Sesuai Jenis Penyakit Menggunakan Metode Topsis,2.648432190917469e-30
1733,63,11,Pengendalian Rumah Pintar Menggunakan Jaringan Internet Berbasis Raspberry Pi,4.4550296512745413e-23
1734,63,38,Pengenalan Metode Ziegler-Nichols pada Perancangan Kontroler pada PID,2.376409105499669e-10
1735,63,31,Sistem Pendukung Keputusan Kelompok Untuk Seleksi Proposal Penelitian Hibah Bersaing Menggunakan Metode FAHP dan FMCDM Studi Kasus UPT P2M Politeknik Negeri Malang,8.267741909535069e-40
1736,63,31,Sistem Pendukung Keputusan Pemilihan Perumahan Menggunakan Metode MOORA,3.2953338591614744e-16
1737,63,5,Pengaruh Ekstrak Jeruk Nipis dengan Larutan Gula Kelapa terhadap Keterserapan Larutan dan Lama Kesegaran pada Bunga Potong Krisan,2.770517814085686e-33
1738,63,11,Pengembangan Sistem Otomatisasi AC dan Lampu Menggunakan Fuzzy dan Raspberry Pi,2.0684419892504667e-70
1739,63,31,Penentuan Kinerja Karyawan Berdasarkan Produksi di Departemen Produksi Studi Kasus Pt nestle–Kejayan Pasuruan,1.1542240836608488e-61
1740,63,18,Pemanfaatan AES dengan Key Dinamis sebagai Metode Pengamanan Data pada Smart Card,7.846177006920239e-55
1741,63,5,Sistem Pakar Diagnosa Hama dan Penyakit Pada Bunga Krisan Upaya Pengendalian Menggunakan Metode Case Based Reasoning,4.344007034038546e-31
1742,63,30,Sistem Peramalan Persediaan Obat Kronis Menggunakan Metode Trend Moment,1.3531295066433249e-21
1743,63,5,PENGEMBANGAN SISTEM PAKAR UNTUK MENDIAGNOSA PENYAKIT KULIT PADA MANUSIA DENGAN MENGGUNAKAN METODE CERTAINTY FACTOR Studi Kasus Tempat Praktek dr Diyanto Wirawan Sp KK,6.09983392237182e-90
1744,63,5,Pengembangan Sistem Deteksi Awal Penyakit Kewanitaan dan Kandungan Menggunakan metode Dempster Shafer,1.1405801642715498e-40
1745,63,31,SISTEM PENDUKUNG KEPUTUSAN PEMBERIAN ZAKAT PENDIDIKAN DI BAITUL MAAL HIDAYATULLAH KOTA MALANG,4.501845256786234e-23
1746,63,5,APLIKASI SISTEM PAKAR DIAGNOSA PENYAKIT KEPALA PRIMER DENGAN METODE CERTAINTY FACTOR,1.214572560576679e-40
1747,63,4,Pengembangan Sistem Pendeteksi Kemiripan Karya Pada Inaicta 2013,1.7034551940549894e-33
1748,63,26,Rancang Bangun Layanan E-commerce Berbasis Service Oriented Architecture,3.540000302235587e-26
1749,63,34,Penerapan Blended Learning dalam Proses Pembelajaran,2.5487543123813275e-12
1750,63,28,Sistem Informasi Geografis Pemetaan Potensi Objek Wisata Pantai di Kabupaten Tulungagung,5.681870002386191e-31
1751,63,28,Pengembangan Dashboard Sistem Informasi Untuk Monitoring Penyebaran COVID-19 di Jakarta Barat,4.141644706520214e-25
1752,63,31,Implementasi 360 Degree untuk Membantu Proses Pelaporan Kinerja Dosen Studi Kasus; JTI Polinema,2.925132428430496e-50
1753,63,37,PLATFORM INTERAKTIF BERBASIS WEB UNTUK PEMBELAJARAN DESAIN ANTARMUKA PENGGUNA UI APLIKASI ANDROID DENGAN FUNGSI VALIDASI OTOMATIS,2.432933204265598e-62
1754,63,5,PENERAPAN ENTROPY BASED DISCRETIZATION PADA METODE NAIVE BAYES DALAM KLASIFIKASI PENYAKIT DIABETES MELLITUS,1.801516370273132e-41
1755,63,31,SISTEM PENJADWALAN SIDANG TUGAS AKHIR MENGGUNAKAN METODE ANALYTICAL HIERARCHY PPROCESS DI JURUSAN TEKNOLOGI INFORMASI POLITEKNIK NEGERI MALANG,8.489976745376869e-75
1756,63,27,ANALISIS USER ACCEPTANCE UNTUK EVALUASI PENGEMBANGAN TEKNOLOGI IOT MENGGUNAKAN UTAUT-5 FAKTOR,7.213926595418761e-78
1757,63,28,PENGEMBANGAN APLIKASI PENCARIAN PETUGAS JASA MARGA TERDEKAT UNTUK KENDARAAN BERMASALAH DI JALAN TOL BERBASIS ANDROID DENGAN PEMANFAATAN LOCATION BASED SERVICES LBS,6.29956726464193e-51
1758,63,31,Perbandingan Metode MOORA Dengan TOPSIS Dalam Perancangan Sistem Rekomendasi Pemilihan Jurusan Untuk Siswa Sekolah Menengah Atas SMA,2.505986454639176e-79
1759,63,27,IMPLEMENTASI 360 DEGREE UNTUK MEMBANTU PROSES PELAPORAN KINERJA DOSEN STUDI KASUS JURUSAN TEKNOLOGI INFORMASI POLITEKNIK NEGERI MALANG,8.984764193702964e-81
1760,63,27,Meta-Analysis Variasi Minat Bidang Penelitian Pada Mahasiswa D3 Manajemen Informatika Jurusan Teknologi Informasi Di Politeknik Negeri Malang,3.417686348441024e-73
1761,63,11,MONITORING DAN PROFILING KONDISI INTENSITAS CAHAYA LAMPU DI RUANGAN MENGGUNAKAN METODE FUZZY TSUKAMOTO DAN RASPBERRY PI,6.307842481267587e-122
1762,63,31,Sistem Pendukung Keputusan Penentuan Prioritas Pengembangan Industri Kecil dan Menengah di Kabupaten Bojonegoro,6.513199818840915e-28
1763,63,36,GAME 2D EDUKASI CERITA RAKYAT NUSANTARA “LUTUNG KASARUNG” MENGGUNAKAN LOGIKA FUZZY,5.5263407499777106e-27
1764,63,30,SISTEM INFORMASI PERAMALAN PENJUALAN VOUCHER INTERNET DENGAN METODE DOUBLE EXPONENTIAL SMOOTHING Studi Kasus Pada GEMINI CELL,1.047294541287679e-55
1765,63,17,IDENTIFIKASI AREA YANG TERDAMPAK BENCANA ALAM DENGAN MEMANFAATKAN DATA SPASIAL OSM OPENSTREETMAP,3.822082283353785e-62
1766,63,31,PENGEMBANGAN KLASTERISASI WILAYAH BERDASARKAN KEMISKINAN PENDUDUK MENGGUNAKAN METODE FUZZY C-MEANS,7.275498072586772e-61
1767,63,33,PENGARUH KEMACETAN DI SIMPANG CILIWUNG TERHADAP DERAJAD PELAYANAN DI SIMPANG PROGRESIF,1.0995582511068442e-10
1768,63,31,Sistem Pendukung Keputusan Rotasi Posisi Duduk Siswa dalam Kelas Studi Kasus Sdn Purwodadi 1 Malang,2.9102173479374e-35
1769,63,27,PENGEMBANGAN SISTEM PENDETEKSI BANJIR MENGGUNAKAN FUZZY DENGAN RASPBERRY PI STUDI KASUS KABUPATEN SAMPANG,3.4125312924453506e-57
1770,63,31,PENGEMBANGAN SISTEM PENDUKUNG KEPUTUSAN PENENTUANDOSEN TERBAIK MENGGUNAKAN TOPSIS,6.069013163363431e-27
1771,63,31,PENGEMBANGAN SISTEM PENDUKUNG KEPUTUSAN SPK PENERIMAAN PEGAWAI HONORER GURU DENGAN MENGGUNAKAN METODE PROFILE MATCHING BERBASIS WEB STUDI KASUS SMA NEGERI 2 BATU,1.2317638731063517e-110
1772,63,3,Klasifikasi Kehamilan Beresiko dengan Menggunakan Metode K-nearest Neighbor Studi Kasus Dinas Kesehatan Kabupaten Malang,6.516532363454275e-39
1773,63,31,Sistem Pendukung Keputusan Seleksi Dokumen Penawaran Jasa Konsultan Menggunakan Topsis,1.2794749470108757e-18
1774,63,31,Rancang Bangun Sistem Pendukung Keputusan Kelompok untuk Seleksi Proposal Penelitian Hibah Bersaing Studi Kasus UPT P2M Politeknik Negeri Malang,1.811110209892512e-43
1775,63,31,SISTEM PENDUKUNG KEPUTUSAN SELEKSI MAHASISWA BARU KELAS KERJASAMA DI POLITEKNIK NEGERI MALANG,2.104577362180562e-60
1776,63,31,PENGEMBANGAN SISTEM PENENTUAN KELAYAKAN KPR MENGGUNAKAN METODE SAW PADA BANK SYARIAH BUKOPIN,2.1913567803178155e-51
1777,63,20,PENGARUH KEMACETAN DI SIMPANG SABILILLAH TERHADAP IMPLEMENTASI CITRA LALU LINTAS DI SIMPANG PROGRESIF,2.755654100002325e-18
1778,63,31,PENGEMBANGAN SISTEM PENDUKUNG KEPUTUSAN SELEKSI KARYAWAN DENGAN METODE AHP-TOPSIS STUDI KASUS PT TJIPTA ANEKA TEKNIK ANDALAN,1.5733517801144665e-30
1779,63,31,IMPLEMENTASI FUZZY MAMDANI DALAM PENENTUAN BESARAN DISKON,1.2513831304359526e-13
1780,64,20,Perangkat Desa Melek Digital dan Kreatif Pelatihan Pengembangan Konten Digital Desa Ngijo Kabupaten Malang,1.0096418756641543e-162
1781,64,35,Pendampingan Pembuatan Modul Soal dan Tugas Berbasis Daring untuk Guru SMP Negeri 30 Semarang,2.019406534123616e-37
1782,64,19,Pengembangan Modul Klasifikasi Apel Envy dan Pasific Rose Menggunakan Jaringan Saraf Tiruan JST,9.540173738896829e-24
1783,64,25,Klasifikasi Pola Tekstur pada Motif Batik Pesisir dengan Algoritma Backpropagasi,8.259980751754033e-25
1784,64,25,Deteksi Pemain Basket Terklasifikasi Berbasis Histogram of Oriented Gradients,3.843092387064144e-27
1785,64,21,Inkonsistensi Antara Hasil Pengukuran SSIM Dengan Kondisi Visual Citra Hasil Metode Denoising Berbasis Ant Colony Optimization,5.404539767822111e-33
1786,64,34,Sistem Pendukung Pembelajaran di SMAN 2 Tumijajar Berbasis Web,2.8991065839760444e-46
1787,64,28,Penerapan Sistem Informasi Administratif Desa Ngijo Kabupaten Malang menggunakan OpenSID,1.757915089360453e-44
1788,64,37,Pengukuran Intonasi Suara Bass Pria Pada Media Pembelajaran Paduan Suara Jarak Jauh,4.5431876863021904e-60
1789,64,2,Agen Otonom Untuk Ketepatan Penembakan Pada Game Roket Berbasis Ant Colony Optimization,2.836462909315992e-21
1790,64,27,ANALISIS USER ACCEPTANCE UNTUK EVALUASI PENGEMBANGAN TEKNOLOGI IOT MENGGUNAKAN UTAUT-5 FAKTOR,7.213926595418761e-78
1791,64,25,KLASIFIKASI DAUN TEMBAKAU SESUAI MUTU DAUN SATU OLAH MENGGUNAKAN BACKPROPAGATION,1.0135084241916184e-26
1792,64,38,Pembelajaran Berkomunikasi Secara Mandiri Menggunakan Aplikasi Indottavs Siswa Tuna Rungu Wicara Pada SLB Widya Bhakti Dan SLB Swadaya Semarang,3.65365170711198e-30
1793,64,12,APLIKASI BERBAKTI PERANCANGAN ARSITEKTUR PERANGKAT LUNAK PENGHUBUNG ANAK DENGAN ORANG TUA,1.4202356715748623e-31
1794,64,24,Denoising Citra Berbasis Estimasi Varian Noise Adaptif Pada Koefisien Wavelet Homogen,2.7131321745354563e-20
1795,64,23,Ekstraksi Connected Component dan Transformasi Ruang Warna CIELAB Untuk Segmentasi Citra Penyakit Pada Daun Tanaman Jagung,2.8899900829223427e-35
1796,64,37,Pengembangan aplikasi mobile learning sebagai media pembelajaran matematika pada materi bangun ruang untuk siswa sekolah menengah pertama kelas VIII dan IX,8.154104352545077e-48
1797,65,12,OPTIMASI PEMROSESAN ENKRIPSI DAN DEKRIPSI RSA PADA SINGLE BOARD COMPUTER SBC DENGAN PEMBAGIAN BEBAN KOMPUTASI DALAM SISTEM TERDISTRIBUSI,9.207128332111497e-74
1798,65,7,ANALISIS SENTIMEN PERKEMBANGAN KASUS COVID-19 PADA KOMENTAR FACEBOOK,5.726192045967812e-45
1799,65,34,Optimasi Adaptasi Kualitas Konten dengan Distribusi Beban untuk Peningkatan Kinerja Layanan Multimedia dalam Jaringan,7.59873409056095e-34
1800,66,25,Segmentasi berbasis k-means pada deteksi citra penyakit daun tanaman jagung,5.3399330225789795e-53
1801,66,23,Klasifikasi Jenis Kelamin Pada Citra Wajah Menggunakan Metode Naive Bayes,1.1043343963083326e-42
1802,66,11,Pemanfaatan Wireshark untuk Sniffing Komunikasi Data Berprotokol HTTP pada Jaringan Internet,5.8558480806590725e-24
1803,66,31,Sistem Pengambil Keputusan Rekomendasi Lokasi Wisata Malang Raya Dengan Metode MOORA,9.158195086263476e-56
1804,66,23,Penerapan Facial Landmark Point Untuk Klasifikasi Jenis Kelamin Berdasarkan Citra Wajah,3.482898100329858e-36
1805,66,23,Pengembangan Aplikasi Pemilihan Buah Tomat Untuk Bibit Unggul Berdasarkan Warna Dan Ukuran Menggunakan HSV Dan Thresholding,1.6051546036687255e-79
1806,66,5,Sistem Pakar Emosi Wanita Jawa Menggunakan Metode Certainty Factor,3.87142439303079e-34
1807,66,3,Analisis Respon Emosi Marah Wanita Jawa Dengan Algoritma K-Means Clustering,2.175066575751485e-43
1808,66,23,Implementasi Metode Linear Discriminant Analysis Untuk Deteksi Kematangan Pada Buah Stroberi,2.4364118933892136e-52
1809,66,19,Sistem Pengenalan Wajah Untuk Keamanan Folder Menggunakan Metode Triangle Face,3.956675829611849e-32
1810,66,31,Implementasi Metode Topsis Dalam Sistem Pendukung Keputusan Keringanan UKT Studi Kasus STIT Madina Sragen,8.65403382600373e-37
1811,66,25,"Identifikasi"" Acne Vulgaris"" Berdasarkan Fitur Warna Dan Tekstur Menggunakan Klasifikasi JST Backpropagation",1.9667590939591174e-41
1812,66,30,Optimasi Double Exponential Smoothing menggunakan Metode Golden Section untuk Peramalan Penjualan Sparepart,5.796175722471529e-23
1813,66,19,Menuju Pengenalan Ekspresi Mikro Pendeteksian Komponen Wajah Menggunakan Discriminative Response Map Fitting,5.464492543466766e-29
1814,66,31,Sistem Pendukung Keputusan Penilaian Kinerja Resort Pengelolaan Tamannasional Bromo Tengger Semeru Menggunakan Metode Simple Additive Weighting Saw,5.076295228049088e-27
1815,66,22,PERBAIKAN KUALITAS CITRA DIGITAL BERDASARKAN HISTOGRAM EQUALIZATION DENGAN MENGGUNAKAN FUZZY,8.060224670000919e-47
1816,66,4,Pengembangan Sistem Pendeteksi Kemiripan Karya Pada Inaicta 2013,1.7034551940549894e-33
1817,66,3,Sistem Rekomendasi Pembelian Barang berdasarkan Pola Pembelian Konsumen menggunakan Metode Association Rule Apriori,1.6988399330370025e-65
1818,66,37,Media Pembelajaran Aplikasi Tata Cara Pengurusan Jenazah Berbasis Multimedia,7.889005314374036e-68
1819,66,25,Implementasi Sistem Pendeteksi Tingkat Kematangan Buah Pepaya Menggunakan Metode RGB,7.921064288411727e-38
1820,66,31,Sistem Pendukung Keputusan Rekomendasi Pekerjaan Bagi Fresh Graduate Dengan Penggabungan SAW Dan TOPSIS,2.179893440426642e-24
1821,66,38,Pengenalan Ekspresi Mikro Berbasis Fitur Gerak Pada Area Komponen Wajah,2.6773051646539608e-27
1822,66,19,Pendeteksian dan Pelacakan Lokasi Wajah pada Tahap Pra-pemrosesan Pengenalan Ekspresi Mikro Menggunakan Metode Kanade-Lucas-Tomasi KLT,2.352938301101527e-27
1823,66,31,Keputusan Penentuan Pemenangan Koi Fish Contest Berdasarkan Penilaian Gabungan Juri Dan Penonton Dengan Metode Group Decision System Moora Dan Borda,2.829268437074724e-67
1824,66,2,IMPLEMENTASI ALGORITMA EXTREME LEARNING MACHINE UNTUK IDENTIFIKASI KOMPONEN GUI PADA PROTOTIPE APLIKASI MOBILE,4.520101258040027e-59
1825,66,4,Sistem Rekomendasi Resep Masakan Berdasarkan Bahan Masakan Menggunakan Metode Adjusted Cosine Similarity,3.676468907341332e-54
