No Judul,No Dosen,No Bidang,Judul,Nilai Prediksi
1289,57,37,Hubungan Antara Metode Pembelajaran Ekspositori Dengan Burnout Belajar Siswa Kelas XI Pada Mata Pelajaran Bimbingan dan Konseling di SMA Negeri I Loceret,8.124535939405242e-43
1290,57,34,Pendidikan Guru Indonesia Praktik dan Kebijakan,1.2890992056153849e-17
1291,57,34,Diskusi kelompok dan pengaruhnya terhadap prestasi belajar pendidikan agama islam di SMA Darussalam Ciputat-Tangerang,2.063648865127367e-28
1292,57,28,DESAIN INSTRUMEN ELEKTRONIK UNTUK MENGUKUR GRAVITASI MUTLAK DENGAN PRINSIP BANDUL MATEMATIS,1.9529662264427562e-18
1293,57,32,Seismograf Refraksi Dengan Sumber Gelombang Weigh Drop,7.517530583297658e-09
1294,57,34,UPAYA GURU MENINGKATKAN MOTIVASI BELAJAR SISWA PADA MATA PELAJARAN QUR’AN HADITS DI MADRASAH ALIYAH NEGERI 1 PEKANBARU,4.171904507267703e-51
1295,57,33,Pengaruh kemampuan dan motivasi kerja perawat terhadap kualitas pelayanan kesehatan pada Rumah Sakit Umum Daerah Muara Bungo,5.624313903370305e-48
1296,57,10,Parokialitas adat Islam Wetu Telu dalam prosedur perkawinan ditinjau Islam di Desa Bayan,8.926472614371284e-19
1297,57,4,MUJTAHID AKHBARI DAN USHULI METODE ISTINBATH HUKUM DALAM TRADISI MAZHAB SYIíAH,3.4372619996182056e-08
1298,57,9,Keadilan Periwayatan Hadis Sahabat Perspektif Sunni Dan Syi’ah,2.3063228708659368e-05
1299,57,35,Pembelajaran Kritis di Pesantren,1.4856244514223956e-10
1300,57,37,VALIDITAS PERANGKAT PEMBELAJARAN BERBASIS CCM-CCA PADA MATERI DINAMIKA PARTIKEL VALIDITY OF CCM-CCA BASED LEARNING DEVICE IN PARTICLE DYNAMICS CHAPTER,1.5779005121529967e-36
1301,57,27,Peran Pendidikan Kewirausahaan dalam Mengembangankan Profesionalisme dan Kepemimpinan Mahasiswa,4.3272347278051096e-11
1302,57,34,Pengaruh budaya penggunaan alat komuniksasi Handphone HP terhadap akhlak siswa di SMK Al-Hidayah CInere,4.418219211481964e-27
1303,57,7,Dari Selatan ke Utara Menyelami Makna Pendidikan,1.9197109706649364e-15
1304,57,35,Perguruan Tinggi Keagamaan Islam Negeri dan Wacana Integrasi Ilmu,7.586082059700632e-28
1305,57,4,TINJAUAN KRIMINOLOGIS ABORTUS PROVOCATUS DALAM PERATURAN PERUNDANG-UNDANGAN DI INDONESIA TERKAIT HAK FUNGSI REPRODUKSI KORBAN PERKOSAAN,1.249571036519204e-25
1306,57,4,Turki Utsmani-Indonesia relasi dan korespondensi berdasarkan dokumen Turki Utsmani,7.101395340445585e-08
1307,57,35,Evaluasi implementasi kurikulum 2013 studi kasus di Madrasah Ibtidaiyah Negeri 2 Kabupaten Bogor,8.059987107654524e-34
1308,57,35,REKONSTRUKSI PEMIKIRAN MARJAAL-TAQLÎD SYIAH IMÂMIYYAH DAN IMPLEMENTASINYA DI INDONESIA,2.525757520137919e-11
1309,57,28,Pendidikan islam dalam otonomi daerah telaah atas kebijakan pemda kabupaten sukabumi,1.4952978521726792e-24
1310,57,6,Penafsiran Terhadap Pelarangan Zina dalam konteks konterporer sebuah upaya rekontruksi pemahaman dengan pendekatan tematis,6.975664902703026e-22
1311,57,29,PENDEKATAN TRANSDISIPLINARITAS ILMU DAN PENDIDIKAN,1.926922527333578e-11
1312,57,34,Upaya Meningkatkan Motivasi Belajar Dengan Metode Tandur Dalam Pembelajaran Pai Di Kelas 2 SDN Bungur 04 Petang Jakarta,3.930776896416539e-32
1313,57,3,Etika berbisnis dalam perspektif hadis studi atas hadis tentang ihtikar,2.913228967887593e-18
1314,57,37,Pengembangan metode pembelajaran quantum studi kasus terhadap pembelajaran PAI di SMAN 3 kota Pekalongan,7.622480736531517e-31
1315,57,34,Kontribusi Kualitas Layanan Perpustakaan Dalam Pembelajaran,5.1577459927916663e-14
1316,57,28,Demokrasi Dalam Sistem Pendidikan Pesantren studi perbandingan pada empat pesantren Salafiyah dan Khalafiyah di Sumatera Selatan,1.175479730509565e-24
1317,57,37,Integrasi ilmu agama dan ilmu umum studi komparasi pola pembelajaran antarapersatuan trandisional plus dan pesantren modern,4.8874599000598e-38
1318,57,37,Multiple intelligences System MIS dan pembelajaran PAI,1.0103576564440472e-10
1319,57,28,Pola Pendidikan Pada Masyarakat Samin Di Sukolilo Pati,1.7884440647785253e-15
1320,57,35,FUNGSI PERPUSTAKAAN SEKOLAH DALAM MENINGKATKAN MINAT BACA SISWA DI SMP ISLAM AL-AZHAR 11 SERANG,4.569686054050896e-34
1321,57,34,Kepemimpinan sekolah dan mutu pendidikan,1.4155359613317608e-10
1322,57,4,Multikulturalisme dalam buku teks pendidikan Agama Islam,1.2353955622086229e-17
1323,59,3,Implemntasi Fuzzy C-Means Untuk Prediksi Perilaku Mahasiswa Berdasarkan Jumlah Ketidakhadiran,5.875385180402057e-66
1324,59,28,Pengembangan Aplikasi Sistem Informasi Rekomendasi Tempat Wisata Dikota Batu Menggunakan Metode Electre,1.1923274504565964e-57
1325,59,36,PENGEMBANGAN GAME EDUKASI 2D PLATFORMER “PETUALANGAN RAMA SINTA” BERBASIS ANDROID,4.7276669789612674e-18
1326,59,31,Pengembangan Sistem Informasi Penentuan Mahasiswa Berprestasi Menggunakan Metode Promethee Studi Kasus Politeknik Negeri Malang,5.483375929697575e-64
1327,59,31,Sistem Pendukung Keputusan Penjurusan pada Siswa SMA,5.1018376530006325e-15
1328,59,28,Implementasi Case-Based Reasoning Pada Pemanggilan Surat Al Quran Untuk Penyandang Disabilitas Tangan Berbasis Android,8.241201934817628e-49
1329,59,31,Sistem Pendukung Keputusan Penilaian Kinerja Generik Anggota Polri di Polda Kalimantan Tengah Menggunakan Metode AHP,2.722558171029093e-51
1330,59,11,RANCANG BANGUN SISTEM DETESI DAN PEMADAM KEBAKARAN PADA SMART HOME MENGGUNAKAN METODE FUZZY,4.23418655054477e-52
1331,59,5,PENGEMBANGAN SISTEM PAKAR UNTUK DIAGNOSA PENYAKIT KULIT PADA MANUSIA MENGGUNAKAN METODE NAIVE BAYES,5.1230430866060784e-48
1332,59,7,Analisis Sentimen Tentang Respon Masyarakat Terhadap Transportasi Umum Online Dan Konvensional Menggunakan Naïve Bayes Classifier Dan Lexicon Based,7.27226439834214e-88
1333,59,35,Analisa komputasi kemunculan dan kepunahan kosakata bahasa indonesia berdasarkan corpus,7.723984543426923e-18
1334,59,2,Implementasi finite state machine pada game “Save the Animals”,1.0366956223336664e-27
1335,59,12,Aplikasi pengiriman pesanan makanan menggunakan algoritma djikstra,1.1761477782019147e-31
1336,59,34,Pengembangan Aplikasi Bimbingan dan Konseling Studi Kasus SMA Negeri 1 Bangil,9.385192548927471e-49
1337,59,32,Rancang Bangun Aplikasi Ujian Online Real TIME Dengan Menggunakan Aristektur Mean,1.0137314969158842e-66
1338,59,25,Identifikasi Pneumonia Pada Citra Rontgen Paru Menggunakan Metode Power-Law Trans,2.608799042758858e-31
1339,59,4,Optimalisasi Image Thresholding Pada Optical Character Recognition Pada Sistem Digitalisasi dan Pencarian Dokumen,6.241867793039825e-55
1340,59,38,PENGEMBANGAN VIRTUAL REALITY SEBAGAI MEDIA PEMBELAJARAN PENGENALAN HEWAN MENGGUNAKAN AFRAME,3.76406474040501e-60
1341,59,33,sistem pemeringkat berdasarkan opini masyarakat pengguna maskapai penerbangan indonesia,7.31872676633411e-35
1342,59,7,SISTEM FILTER KATA UMPATAN DENGAN MENGEMBANGKAN SENTIWORD BAHASA INDONESIA MENGGUNAKAN ALGORITMA NAÏVE BAYES CLASSIFIER,8.400380327683757e-31
1343,59,7,Rekomendasi Artikel Terkait Pada Berita Online Menggunakan Teknik Text Mining,1.2894886798573784e-50
1344,59,38,Pengenalan Nilai Mata Uang Kertas Untuk Tunanetra Menggunakan Metode Template Matching Correlation Berbasis Android,1.1310222244458901e-56
1345,59,28,Penerapan Metode Cosine Similarity Dalam Aplikasi Chatbot Layanan Wisata Di Wilayah Malang,7.950444022246908e-59
1346,59,23,Klasifikasi Warna Liquid Glucose Berdasarkan Citra HSV Menggunakan Euclidean Distance,2.958896289008991e-42
1347,59,2,PENERAPAN ARTIFICIAL INTELLIGENCE PADA GAME 2D CAT VS DOG MENGGUNAKAN FINITE STATE MACHINE BERBASIS ANDROID,4.008492815299852e-87
1348,59,7,SISTEM PENDETEKSI KECURANGAN PADAUJIAN ESSAY ONLINE DI SMP AL FALAH ASSALAM WARU SIDOARJO DENGAN METODE LD,8.2420615534273045e-22
1349,59,18,PENGEMBANGAN ENKRIPSI DAN DEKRIPSI FILE PADA PERANGKAT MOBILE BERBASIS ANDROID,4.761202898070621e-22
1350,59,36,PENGEMBANGAN FIGHTING GAME DENGAN TOKOH PAHLAWAN INDONESIA,1.7212074098536073e-23
1351,59,36,PENGEMBANGAN GAME RPG EDUKATIF TOKOH PANGERAN DIPONEGORO DENGAN ALGORITMA PATHFINDING A* DAN LINEAR CONGRUENTIAL METHOD BERBASIS ANDROID,2.049159003688068e-83
1352,59,3,PENERAPAN ALGORITMA APRIORI DALAM MENENTUKAN POLA PEMBELIAN KONSUMEN DI KAFE HIDDEN TOAST AND FLOAT,1.4281896536135955e-46
1353,59,7,EKSTRAKSI FITUR SITUS BERITA ONLINE UNTUK KALEIDOSKOP BERITA TAHUNAN,4.8208203954566994e-24
1354,59,27,PENGEMBANGAN SISTEM INFORMASI MANAJEMEN PERAMALAN PENYAKIT MENGGUNAKAN METODE REGRESI LINIER STUDI KASUS DI PRAKTEK UMUM dr ACHMAD FARIS PUJON–MALANG,7.385841497166702e-85
1355,59,9,Code Generation untuk Object Relational Mapping Dengan Menggunakan LINQ dan Text Templating,3.3126840914088335e-22
1356,59,26,XML WEB SERVICE SEBAGAI MIDDLEWARE PADA EXISTING SERVICE,4.22763595228661e-13
1357,60,31,Analisis Metode Fuzzy Analytical Network Process untuk Sistem Pengambilan Keputusan Pemeliharaan Jalan,1.643949824587309e-27
1358,61,37,Bahaya Berita Hoax dan Ujaran Kebencian pada Media Sosial Terhadap Toleransi Bermasyarakat,3.2823432281238763e-18
1359,61,37,Pengembangan Aplikasi Listening Test Berbasis Android,2.0022834684947923e-13
1360,61,34,EVALUASI PEMBELAJARAN MENGGUNAKAN LMS SCHOOLOGY PADA MATAKULIAH COMPUTER APPLICATION,4.27941102209212e-21
1361,61,35,Pelatihan Pembuatan Dan Penggunan Media Promosi Digital Pada PAP’A Catering,7.773097117579471e-69
1362,61,30,Peramalan Jumlah Pengunjung Wisatawan Mancanegara Menggunakan Metode Fuzzy Time Series DI Jawa Timur,5.982908659728904e-61
1363,61,2,SISTEM OTOMASI IRIGASI SAWAH DENGAN METODE FUZZY,1.435833315557708e-26
1364,61,3,PENERAPAN KLASTERISASI K-MEANS UNTUK IDENTIFIKASI SEBARAN BUDIDAYA UDANG VANNAME,1.5943988401290866e-22
1365,61,37,Pengembangan Media Pembelajaran Role Playing Game Pada Standar Kompetensi Mendiagnosis Permasalahan Pengoperasian PC dan Periferal Untuk Siswa Bidang Keahlian TKJ,3.498572908131957e-46
1366,61,32,TATA KELOLA KEAMANAN INFORMASI PADA AREA TRANSMISI PT PLN PERSERO P3B JAWA BALI MENGGUNAKAN COBIT 5 DAN ISO/IEC 27001 2013,4.7355736150268845e-54
1367,62,31,Pengembangan sistem penunjang keputusan penentuan ukt mahasiswa dengan menggunakan metode moora studi kasus politeknik negeri malang,1.795328837211079e-68
1368,62,19,Identifikasi Kematangan Buah Tomat Berdasarkan Warna Menggunakan Metode Jaringan Syaraf Tiruan JST,2.750412196832464e-33
1369,62,25,IDENTIFIKASI KESEGARAN DAGING SAPI BERDASARKAN CITRANYA DENGAN EKSTRAKSI FITUR WARNA DAN TEKSTURNYA MENGGUNAKAN METODE GRAY LEVEL COOCCURRENCE MATRIX,1.2237472713761486e-37
1370,62,11,Sistem Monitoring Budidaya Ikan Lele Berbasis Internet Of Things Menggunakan Raspberry Pi,2.0468834603221623e-97
1371,62,25,Deteksi Ikan Bandeng Berformalin Berdasarkan Citra Insang Menggunakan Metode Naive Bayes Classifier,5.4371057424490955e-49
1372,62,23,Klasifikasi Jenis Kelamin Pada Citra Wajah Menggunakan Metode Naive Bayes,1.0876425581843756e-42
1373,62,25,Klasifikasi Kualitas Tanaman Cabai Menggunakan Metode Fuzzy K-nearest Neighbor Fknn,1.4717910081785764e-50
1374,62,25,Sistem Identifikasi Batik Alami dan Batik Sintetis Berdasarkan Karakteristik Warna Citra dengan Metode K-Means Clustering,1.2757675241028766e-34
1375,62,23,Deteksi Jenis Kelamin Berdasarkan Citra Wajah Jarak Jauh Dengan Metode Haar Cascade Classifier,2.442870249552569e-31
1376,62,5,Sistem Pakar Diagnosa Hama Dan Penyakit Pada Tanaman Apel Menggunakan Metode Certainty Factor,1.8008434992728873e-23
1377,62,2,Penerapan Algoritma A* Untuk Penentuan Jalur Pendakian Terbaik Pada Game Petualangan 3D,2.827318487658328e-74
1378,62,12,Penggunaan Tansact SQL T-SQL Pada Pengembangan Aplikasi Manajemen Basis Data Berbasis Web,1.682463314963052e-49
1379,62,3,Pengelompokan Kejadian Gempa Bumi menggunakan Fuzzy C-Means Clustering,2.02090722881367e-24
1380,62,21,Analisis perbandingan algoritma rle dan huffman pada kompresi citra,5.594504191330775e-37
1381,62,11,Sistem Automasi Perkebunan dan Pemantauan Cuaca Menggunakan AWS Berbasis Raspberry Pi,1.1886325057941374e-43
1382,62,11,IMPLEMENTASI VIDEO STREAMING LALU LINTAS KENDARAAN DENGAN SERVER RASPBERRY PI MENGGUNAKAN PROTOKOL H 264,2.197987410992522e-31
1383,62,11,Rancang Bangun Penghitung Benih Ikan Menggunakan Binary Thresholding pada Raspberry Pi secara Real TIME,3.431356267051938e-33
1384,62,31,Sistem Pendukung Keputusan Pemilihan Lokasi Sistem Pendukung Keputusan Rekomendasi Anggota Calon Paskibraka Menggunakan Metode Topsis,5.1174426610525655e-56
1385,62,23,IMPLEMENTASI METODE FUZZY UNTUK KLASIFIKASI USIA JERUK NIPIS,2.705718704689432e-38
1386,62,28,Sistem Informasi Penentuan Lokasi TPA Sampah Menggunakan Metode AHP Studi Kasus Dinas Kebersihan dan Pertamanan Kota Malang,4.6144375217457513e-35
1387,62,18,Enkripsi Citra Menggunakan Algoritma Kubus Rubik dengan Pembangkit Kunci Md5,8.741090135874819e-18
1388,62,20,Penyisipan Watermark Menggunakan Metode Discrete Cosine transform pada Citra Digital,2.0465104982499628e-20
1389,62,3,Prediksi Banjir Lahar Dingin pada Lereng Merapi menggunakan Data Curah Hujan dari Satelit,4.0270701760573065e-25
1390,62,7,IDENTIFIKASI PENYAKIT PADA TANAMAN TEBU MENGGUNAKAN METODE ANT COLONY OPTIMIZATION ACO COLOR MOMENTS DAN K-NEAREST NEIGHBOR,3.039305291591733e-26
1391,62,30,Perancangan Sistem Prediksi Kepadatan Lalu Lintas Menggunakan Metode Double Exponential Smoothing Berbasis IoT,5.37752897573975e-32
1392,62,22,LITERASI DIGITAL UNTUK MENINGKATKAN ETIKA KOMUNIKASI DIGITAL BAGI KOMUNITAS REENACTOR NGALAM,6.577463602442229e-57
1393,62,28,SISTEM INFORMASI INVENTARISASI DAN PEMINJAMAN ALAT DI UKM OPA GANENDRA GIRI,4.294143280422884e-12
1394,62,3,PREDIKSI KEPADATAN LALU LINTAS MENGGUNAKAN YOLO OBJECT DETECTION DAN DI IMPLEMENTASIKAN PADA RASPBERY PI 3B+ DAN INTEL NCS 2,2.5338520211344503e-49
1395,62,31,Sistem Pendukung Keputusan Untuk Menentukan Jenis Investasi Menggunakan Metode Fuzzy Dan Cost Benefit Analysis,1.0394150336828648e-63
1396,62,23,PENERAPAN FACIAL LANDMARK POINT UNTUK KLASIFIKASI JENIS KELAMIN BERDASARKAN CITRA WAJAH,3.437726145216205e-36
1397,62,25,Klasifikasi Varietas Biji Kopi Arabika Menggunakan Ekstraksi Bentuk dan Tekstur,3.940790878754672e-21
1398,62,23,Penyesuaian Spektrum Warna Pada Citra Digital Untuk Penderita Buta Warna Deuteranopia,1.0713257770733492e-18
1399,62,20,IDENTIFIKASI AKOR GITAR MENGGUNAKAN ALGORITMA FAST FOURIER TRANSFORM FFT BERBASIS ANDROID,3.6911274080664107e-50
1400,62,28,Sistem Penentuan Status Bencana Banjir pada Daerah Lerang Merapi,3.024632792811297e-34
1401,62,19,Identifikasi Citra Tulisan Tangan Digital Menggunakan Convolutional Neural Network CNN,1.4854886699121208e-48
1402,62,34,Optimasi Pengacakan Kenaikan Kelas Di Sma Menggunakan Algoritma Genetika,7.386487983525003e-48
1403,62,5,IDENTIFIKASI PENYAKIT CVPD Citrus Vein Phloem Degeneration PADA DAUN JERUK MENGGGUNAKAN OTSU TRESHOLD DAN PENGUKURAN CIRI FISIK SECARA OTOMATIS BERBASIS ANDROID,8.822370881959542e-66
1404,62,7,APLIKASI IDENTIFIKASI KUALITAS SUSU MENGGUNAKAN METODE KLASIFIKASI NAIVE BAYES,9.950914887888351e-49
1405,62,25,PENGOLAHAN CITRA DIGITAL IDENTIFIKASI JENIS TANAH MENGGUNAKAN METODE NAIVE BAYES CLASSIFIER,8.261200700251201e-61
1406,62,19,Deteksi dan Pengenalan Rambu Lalu Lintas di Indonesia Menggunakan RGBN dan Gabor,2.638753795042062e-41
1407,62,23,Sistem Pengaturan Lampu Lalu Lintas Berdasarkan Estimasi Panjang Antrian Menggunakan Pengolahan Citra,2.5905950219569133e-60
1408,62,37,PENGENALAN BANGUN DATAR UNTUK PEMBELAJARAN TAMAN KANAK–KANAK MENGGUNAKAN JARINGAN SYARAF TIRUAN,7.948387117707971e-19
1409,62,5,SISTEM PAKAR DIAGNOSIS AWAL PENYAKIT KAMBING MENGGUNAKAN FUZZY INFERENCE TSUKAMOTO,2.314563969163341e-21
1410,62,23,IMPLEMENTASI METODE BACK-PROPAGATION UNTUK KLASIFIKASI TINGKAT KEMATANGAN MANGGA PODANG,3.2570264484678697e-17
1411,62,22,PERBAIKAN KUALITAS CITRA DIGITAL BERDASARKAN HISTOGRAM EQUALIZATION DENGAN MENGGUNAKAN FUZZY,7.950510972525634e-47
1412,62,38,Pengembangan Aplikasi Keuangan di SPBU Sera Km 25 Sidoarjo,1.620459790853483e-14
1413,62,20,IMPLEMENTASI WATERMARKING PADA CITRA DIGITAL MENGGUNAKAN METODE DFT 2 DIMENSI,1.2808990622366648e-19
1414,62,19,PENGENALAN EKSPRESI WAJAH BERDASARKAN EKSTRAKSI FITUR ALIS MATA DAN MULUT,1.0993931304525047e-20
1415,62,38,PERCEPATAN MOTION ESTIMATION BERBASIS FASE DENGAN TEKNIK HIERARCHICAL SEARCH MENGGUNAKAN GRAPHICAL PROCESSING UNIT GPU,2.640434485083209e-32
1416,62,38,Percepatan Motion Estimation Berbasis Phase Only Correlation Dengan Teknik Full Search Menggunakan Paralel Threading Pada Gpu,1.754987583065201e-40
1417,62,38,Bas ara AR 235 Buliali JL 3 Bungas K 105,3.4328160176585914e-10
1418,63,3,Uji Aktivitas antioksidan Penentuan Kandungan Fenolik dan Flavonoid Total Fraksi Kloroform dan Fraksi Air Ekstrak Metanolik Pegagan Centella asiatica L Urban,1.0036510788433034e-18
1419,63,30,Penerapan Metode Double Exponential Smoothing Pada Peramalan Produksi Tanaman Pangan,5.0329857538457374e-43
1420,63,31,Sistem pendukung keputusan kelayakan hasil cetakan buku menggunakan metode moora,1.0821442694170362e-45
1421,63,31,Pengembangan Sistem Pendukung Keputusan Untuk Penentuan Penerima Bantuan Raskin dengan Menggunakan Metode TOPSIS,4.587864160806109e-22
1422,63,38,Pengenalan Metode Ziegler-Nichols pada Perancangan Kontroler pada PID,2.3108696954603314e-10
1423,63,31,Sistem Pendukung Keputusan Kenaikan Jabatan Dengan Metode Ahp-Topsis Studi Kasus Pt Makmur Citra Abadi,1.196918376138544e-31
1424,63,28,Pengembangan Aplikasi Sistem Informasi Rekomendasi Tempat Wisata Dikota Batu Menggunakan Metode Electre,1.1923274504565964e-57
1425,63,31,Sistem Pendukung Keputusan Kelompok Untuk Seleksi Proposal Penelitian Hibah Bersaing Menggunakan Metode FAHP dan FMCDM Studi Kasus UPT P2M Politeknik Negeri Malang,7.361964188914496e-40
1426,63,11,Sistem Monitoring Budidaya Ikan Lele Berbasis Internet Of Things Menggunakan Raspberry Pi,2.0468834603221623e-97
1427,63,5,Sistem Pakar Diagnosa Penyakit Gigi Dan Mulut Menggunakan Metode Forward Chaining Studi Kasus Rs Brawijaya Malang,1.4586731310646076e-69
1428,63,11,Pengendalian Rumah Pintar Menggunakan Jaringan Internet Berbasis Raspberry Pi,4.270688885628693e-23
1429,63,31,Penentuan Kinerja Karyawan Berdasarkan Produksi di Departemen Produksi Studi Kasus Pt nestle–Kejayan Pasuruan,9.655218710167957e-62
1430,63,11,Pengembangan Sistem Otomatisasi AC dan Lampu Menggunakan Fuzzy dan Raspberry Pi,1.822155150325065e-70
1431,63,5,Pengembangan Sistem Deteksi Awal Penyakit Kewanitaan dan Kandungan Menggunakan metode Dempster Shafer,1.0292151615838703e-40
1432,63,31,Sistem Pendukung Keputusan Penentuan Tanaman Obat Sesuai Jenis Penyakit Menggunakan Metode Topsis,2.422282825475217e-30
1433,63,4,Pengembangan Sistem Pendeteksi Kemiripan Karya Pada Inaicta 2013,1.634379908126683e-33
1434,63,26,Rancang Bangun Layanan E-commerce Berbasis Service Oriented Architecture,3.232071508926696e-26
1435,63,34,Penerapan Blended Learning dalam Proses Pembelajaran,2.4923066780981804e-12
1436,63,31,Implementasi 360 Degree untuk Membantu Proses Pelaporan Kinerja Dosen Studi Kasus; JTI Polinema,2.5358474249869095e-50
1437,63,5,Sistem Pakar Diagnosa Hama dan Penyakit Pada Bunga Krisan Upaya Pengendalian Menggunakan Metode Case Based Reasoning,4.007118925121492e-31
1438,63,5,PENERAPAN ENTROPY BASED DISCRETIZATION PADA METODE NAIVE BAYES DALAM KLASIFIKASI PENYAKIT DIABETES MELLITUS,6.540598470960804e-22
1439,63,31,SISTEM PENJADWALAN SIDANG TUGAS AKHIR MENGGUNAKAN METODE ANALYTICAL HIERARCHY PPROCESS DI JURUSAN TEKNOLOGI INFORMASI POLITEKNIK NEGERI MALANG,6.852876125099181e-75
1440,63,27,ANALISIS USER ACCEPTANCE UNTUK EVALUASI PENGEMBANGAN TEKNOLOGI IOT MENGGUNAKAN UTAUT-5 FAKTOR,5.211568261373375e-78
1441,63,28,PENGEMBANGAN APLIKASI PENCARIAN PETUGAS JASA MARGA TERDEKAT UNTUK KENDARAAN BERMASALAH DI JALAN TOL BERBASIS ANDROID DENGAN PEMANFAATAN LOCATION BASED SERVICES LBS,4.592799130676205e-51
1442,63,31,Perbandingan Metode MOORA Dengan TOPSIS Dalam Perancangan Sistem Rekomendasi Pemilihan Jurusan Untuk Siswa Sekolah Menengah Atas SMA,1.986974521831068e-79
1443,63,27,IMPLEMENTASI 360 DEGREE UNTUK MEMBANTU PROSES PELAPORAN KINERJA DOSEN STUDI KASUS JURUSAN TEKNOLOGI INFORMASI POLITEKNIK NEGERI MALANG,6.317372047495842e-81
1444,63,27,Meta-Analysis Variasi Minat Bidang Penelitian Pada Mahasiswa D3 Manajemen Informatika Jurusan Teknologi Informasi Di Politeknik Negeri Malang,2.469044488499228e-73
1445,63,11,MONITORING DAN PROFILING KONDISI INTENSITAS CAHAYA LAMPU DI RUANGAN MENGGUNAKAN METODE FUZZY TSUKAMOTO DAN RASPBERRY PI,5.106431599520787e-122
1446,63,31,Sistem Pendukung Keputusan Pemilihan Perumahan Menggunakan Metode MOORA,3.1234964442904767e-16
1447,63,30,Sistem Peramalan Persediaan Obat Kronis Menggunakan Metode Trend Moment,1.3255142850832564e-21
1448,63,31,Sistem Pendukung Keputusan Penentuan Prioritas Pengembangan Industri Kecil dan Menengah di Kabupaten Bojonegoro,6.010447318324513e-28
1449,63,36,GAME 2D EDUKASI CERITA RAKYAT NUSANTARA “LUTUNG KASARUNG” MENGGUNAKAN LOGIKA FUZZY,5.843437941039957e-51
1450,63,30,SISTEM INFORMASI PERAMALAN PENJUALAN VOUCHER INTERNET DENGAN METODE DOUBLE EXPONENTIAL SMOOTHING Studi Kasus Pada GEMINI CELL,9.873775827099138e-56
1451,63,3,IDENTIFIKASI AREA YANG TERDAMPAK BENCANA ALAM DENGAN MEMANFAATKAN DATA SPASIAL OSM OPENSTREETMAP,3.5645009008147317e-32
1452,63,28,PENGEMBANGAN KLASTERISASI WILAYAH BERDASARKAN KEMISKINAN PENDUDUK MENGGUNAKAN METODE FUZZY C-MEANS,1.379586595937062e-31
1453,63,33,PENGARUH KEMACETAN DI SIMPANG CILIWUNG TERHADAP DERAJAD PELAYANAN DI SIMPANG PROGRESIF,1.086911069948416e-10
1454,63,31,Sistem Pendukung Keputusan Rotasi Posisi Duduk Siswa dalam Kelas Studi Kasus Sdn Purwodadi 1 Malang,2.638062110852583e-35
1455,63,27,PENGEMBANGAN SISTEM PENDETEKSI BANJIR MENGGUNAKAN FUZZY DENGAN RASPBERRY PI STUDI KASUS KABUPATEN SAMPANG,7.118058255451132e-30
1456,63,31,PENGEMBANGAN SISTEM PENDUKUNG KEPUTUSAN PENENTUANDOSEN TERBAIK MENGGUNAKAN TOPSIS,5.5507807236376634e-27
1457,63,31,PENGEMBANGAN SISTEM PENDUKUNG KEPUTUSAN SPK PENERIMAAN PEGAWAI HONORER GURU DENGAN MENGGUNAKAN METODE PROFILE MATCHING BERBASIS WEB STUDI KASUS SMA NEGERI 2 BATU,8.774537449464883e-111
1458,63,5,PENGEMBANGAN SISTEM PAKAR UNTUK MENDIAGNOSA PENYAKIT KULIT PADA MANUSIA DENGAN MENGGUNAKAN METODE CERTAINTY FACTOR Studi Kasus Tempat Praktek dr Diyanto Wirawan Sp KK,4.8944567825752595e-90
1459,63,31,SISTEM PENDUKUNG KEPUTUSAN PEMBERIAN ZAKAT PENDIDIKAN DI BAITUL MAAL HIDAYATULLAH KOTA MALANG,4.229175982459249e-23
1460,63,31,Sistem Pendukung Keputusan Seleksi Dokumen Penawaran Jasa Konsultan Menggunakan Topsis,1.2127558597540589e-18
1461,63,31,Rancang Bangun Sistem Pendukung Keputusan Kelompok untuk Seleksi Proposal Penelitian Hibah Bersaing Studi Kasus UPT P2M Politeknik Negeri Malang,1.598362447857858e-43
1462,63,31,SISTEM PENDUKUNG KEPUTUSAN SELEKSI MAHASISWA BARU KELAS KERJASAMA DI POLITEKNIK NEGERI MALANG,2.041963127947711e-31
1463,63,5,APLIKASI SISTEM PAKAR DIAGNOSA PENYAKIT KEPALA PRIMER DENGAN METODE CERTAINTY FACTOR,1.0800145141342603e-40
1464,63,31,PENGEMBANGAN SISTEM PENENTUAN KELAYAKAN KPR MENGGUNAKAN METODE SAW PADA BANK SYARIAH BUKOPIN,1.899724742230866e-51
1465,63,20,PENGARUH KEMACETAN DI SIMPANG SABILILLAH TERHADAP IMPLEMENTASI CITRA LALU LINTAS DI SIMPANG PROGRESIF,2.732390523536706e-18
1466,63,31,PENGEMBANGAN SISTEM PENDUKUNG KEPUTUSAN SELEKSI KARYAWAN DENGAN METODE AHP-TOPSIS STUDI KASUS PT TJIPTA ANEKA TEKNIK ANDALAN,1.4262164030845537e-30
1467,63,31,IMPLEMENTASI FUZZY MAMDANI DALAM PENENTUAN BESARAN DISKON,1.2074931976750445e-13
1468,64,25,Klasifikasi Pola Tekstur pada Motif Batik Pesisir dengan Algoritma Backpropagasi,8.196719076945862e-25
1469,64,19,Pengembangan Modul Klasifikasi Apel Envy dan Pasific Rose Menggunakan Jaringan Saraf Tiruan JST,9.488866084163369e-24
