No Dosen,Nama Dosen,No Judul,Judul,Grup Riset,Nama Bidang,Nilai Prediksi,Deleted
47,"Rawansyah., Drs., M.Pd.",1217,Istiqomah dan Konsep Diri Seorang Muslim,Sistem Cerdas,Penerapan Smart Living,1.908336959568052e-15,0
47,"Rawansyah., Drs., M.Pd.",1218,Tipologi Pemikiran Hukum Islam Pergulatan Pemikiran Dari Tradisionalis Hingga Liberalis,Information System,Computational Thinking,2.1955688062313006e-20,0
47,"Rawansyah., Drs., M.Pd.",1219,Peran perpustakaan masjid dalam mencerdaskan ummat,Information System,Penerapan Sistem Informasi Geografis,2.4573172540320266e-15,0
47,"Rawansyah., Drs., M.Pd.",1220,Visi kebangsaan Refleksi Pemikiran dan Perjuangan Tuan Guru Muhammad Zainuddin Abdul Madjid 1904–1997,Information System,Computational Thinking,4.953821950582646e-21,0
47,"Rawansyah., Drs., M.Pd.",1221,ISLAM WETU TELU [Dialektika Hukum Islam dengan Tradisi Lokal],Sistem Cerdas,Penerapan Information Retrieval,2.4544562255717068e-15,0
47,"Rawansyah., Drs., M.Pd.",1222,MODEL PEMBELAJARAN KESIAPSIAGAAN BENCANA GEMPABUMI DI SEKOLAH DASAR,Multimedia dan Game,Multimedia,1.674310775969482e-16,0
47,"Rawansyah., Drs., M.Pd.",1223,Sosialisasi tentang mitigasi bencana tsunami dan gempa lombok di jempong baru sekarbela Mataram,Sistem Cerdas,Penerapan Data Besar,5.92431824133421e-29,0
47,"Rawansyah., Drs., M.Pd.",1224,Tradisi Merari’; Akulturasi Islam dan Budaya Lokal,Sistem Cerdas,Penerapan Smart Living,3.395880513415996e-12,0
47,"Rawansyah., Drs., M.Pd.",1225,Rekonstruksi Fiqh Al-bã ah Berbasis Maslahah Solusi Islam terhadap Krisis Lingkungan,Information System,Penerapan Pembelajaran Elektronik pada Sistem Informasi,3.580445891900087e-21,0
47,"Rawansyah., Drs., M.Pd.",1226,Profil Miskonsepsi Mahasiswa Calon Guru Fisika Ditinjau Dari Berbagai Representasi Pada Materi Gerak Lurus Dan Gerak Parabola,Information System,Computational Thinking,6.15329400251408e-35,0
47,"Rawansyah., Drs., M.Pd.",1227,Problematika Penghitungan Dan Pembagian Warisan Pada Keluarga Muslim,Computer Network,Penerapan Virtualisasi Jaringan,2.420360318478382e-19,0
47,"Rawansyah., Drs., M.Pd.",1228,Pendidikan lslam lsu dan lnovasi,Information System,Penerapan Pembelajaran Elektronik pada Sistem Informasi,9.73268379979102e-05,0
47,"Rawansyah., Drs., M.Pd.",1229,Parokialitas Wetu Telu wajah sosial dialektika agama lokal di Lombok,Sistem Cerdas,Penerapan Information Retrieval,8.61305393456062e-20,0
47,"Rawansyah., Drs., M.Pd.",1230,Parokialitas Adat Wetu Telu di Bayan [Wajah Akulturasi Agama Lokal di Lombok],Multimedia dan Game,Penerapan Augmented Reality,1.7315361274517946e-19,0
47,"Rawansyah., Drs., M.Pd.",1231,Pluralisme dalam Perspektif Islam,Sistem Cerdas,Penerapan Smart Living,5.0896817435489366e-09,0
47,"Rawansyah., Drs., M.Pd.",1232,Model Evaluasi Pembelajaran Aud Berbasis Daring di RA Nurun Namirah Medan Marelan Studi Kasus Selama Masa Pandemi Covid-19,Multimedia dan Game,Multimedia,2.026936063867743e-39,0
47,"Rawansyah., Drs., M.Pd.",1233,Pemodelan Sesar Pasca Gempa Dengan Inversi Data Gravitasi Time Lapse,Computer Network,Penerapan Keamanan Data,4.079285930754701e-18,0
47,"Rawansyah., Drs., M.Pd.",1234,Pemodelan Inversi Gravitasi 4d Injeksi Gas Pada Reservoir Minyak,Sistem Cerdas,Penerapan Information Retrieval,2.3409389695564418e-08,0
47,"Rawansyah., Drs., M.Pd.",1235,Pemodelan Komputer untuk Pemetaan Zona Rawan Bencana Tsunami di Pulau Lombok dan Pulau-Pulau Sekitarnya,Information System,Penerapan Sistem Informasi Geografis,2.5920109983555396e-30,0
47,"Rawansyah., Drs., M.Pd.",1236,Pendidikan di era otonomi daerah,Information System,Penerapan Sistem Informasi Geografis,2.5874797533515023e-11,0
47,"Rawansyah., Drs., M.Pd.",1237,Parokialitas Adat Terhadap Pola Keberagamaan Komunitas Islam Wetu Telu di Desa Bayan Lombok,Information System,Penerapan Pembelajaran Elektronik pada Sistem Informasi,1.4461076302000236e-29,0
47,"Rawansyah., Drs., M.Pd.",1238,Pengembangan Alat Peraga Kotak Mitigasi Bencana sebagai Penunjang Pembelajaran Kebencanaan di Sekolah Dasar,Multimedia dan Game,Penerapan Augmented Reality,3.078926586406713e-30,0
47,"Rawansyah., Drs., M.Pd.",1239,Bimbingan Penggunaan Kit Fluida Alternatif yang Berasal dari Sampah Anorganik Bagi Siswa SD Negeri 6 Mataram,Information System,Computational Thinking,1.2419862598248158e-34,0
47,"Rawansyah., Drs., M.Pd.",1240,Hubungan Antara Usia Dengan Ukuran Tonsil Pada Tonsilitis Kronis Di Rumah Sakit Islam Siti Rahmah Padang Sumatera Barat Pada Tahun 2017-2018,Sistem Cerdas,Penerapan Sistem Pakar,2.442976841993829e-46,0
47,"Rawansyah., Drs., M.Pd.",1241,Validitas Perangkat Pembelajaran Berbasis CCM-CCA Pada Materi Dinamika Partikel,Multimedia dan Game,Multimedia,1.1500189692405233e-12,0
47,"Rawansyah., Drs., M.Pd.",1242,Desain Dan Pembuatan Alat Uji Koefisien Gesek Berdasarkan Sudut Kemiringan Bidang Longsor,Information System,Penerapan Sistem Informasi Geografis,8.584688275305308e-21,0
47,"Rawansyah., Drs., M.Pd.",1243,PEMBINAAN AKHLAK SISWA MELALUI SHALATDHUHA DI SMP MUHAMMADIYAH 1 KARANGLEWAS KABUPATEN BANYUMAS,Information System,Computational Thinking,2.946501718135983e-29,0
47,"Rawansyah., Drs., M.Pd.",1244,Prinsip-Prinsip Akad Dalam Transaksi Ekonomi Islam,Information System,Penerapan Bisnis Elektronik Sistem Informasi,4.779500659416982e-12,0
47,"Rawansyah., Drs., M.Pd.",1245,Islam Dan Pendidikan Karakter Bangsa,Information System,Penerapan Pembelajaran Elektronik pada Sistem Informasi,1.2838761503025148e-14,0
47,"Rawansyah., Drs., M.Pd.",1246,Parokialitas adat Islam wetu telu dalam prosedur Perkawinan ditinjau dari perfektif Hukum Islam Di Desa bayan Beleq Kec Bayan Lombok Barat Nusa Tengara Barat,Computer Network,Penerapan Virtualisasi Jaringan,5.780784456574204e-37,0
47,"Rawansyah., Drs., M.Pd.",1247,Pengembangan model pembelajaran keterampilan menulis berbasis media lagu untuk pembelajaran bahasa Jerman siswa kelas X Lintas Minat Bahasa Jerman,Multimedia dan Game,Multimedia,6.662656678948796e-46,0
47,"Rawansyah., Drs., M.Pd.",1248,Strategi Kampanye Caleg Kiagus Ishak PAN dan Syafruddin PPP dalam Pileg 2019 Kota Palembang,Sistem Cerdas,Penerapan Smart Living,7.748235985323204e-18,0
47,"Rawansyah., Drs., M.Pd.",1249,Aplikasi Metode Seismik Refraksi dalam Menentukan Lapisan dan Tingkat Kekerasan Batuan di Bawah Permukaan Desa Medana Lombok Utara,Computer Vision,Penerapan Pengolahan Citra,1.1514820784353055e-38,0
47,"Rawansyah., Drs., M.Pd.",1250,Keunggulan Pengukuran Tekanan Darah Menggunakan Tensimeter Digital Dibandingkan dengan Tensimeter Spring dan Tensimeter Raksa,Computer Vision,Penerapan Kompresi Citra,1.0093969299423469e-17,0
47,"Rawansyah., Drs., M.Pd.",1251,Peningkatan Pemahaman Konsep Fisika Dasar Melalui Konflik Kognitif dengan Pertanyaan Tak Terduga,Information System,Computational Thinking,1.5807423502934744e-23,0
47,"Rawansyah., Drs., M.Pd.",1252,ANALISIS MOTIVASI TRADISI ZIARAH KUBUR DI MAKAM SYEIKH SYAMSUDDIN AL-WASIL KOTA KEDIRI,Sistem Cerdas,Penerapan Smart Living,5.847002869035518e-14,0
47,"Rawansyah., Drs., M.Pd.",1253,Penyuluhan Penggunaan Alat Peraga Rangkaian Listrik Sederhana bagi Guru-Guru SD Negeri 6 Mataram,Information System,Computational Thinking,5.310299226560947e-34,0
47,"Rawansyah., Drs., M.Pd.",1254,Pelatihan Lesson Study Bagi Guru Fisika di SMAN 5 Mataram,Information System,Computational Thinking,9.861395996720956e-24,0
47,"Rawansyah., Drs., M.Pd.",1255,PENGARUH PEMBIAYAAN MUDHARABAH DAN PEMBIAYAAN MURABAHAH TERHADAP PERKEMBANGAN UMKM PADA ANGGOTA BMT TUMANG CABANG CEPOGO,Information System,Penerapan Pembelajaran Elektronik pada Sistem Informasi,8.459872115487487e-28,0
47,"Rawansyah., Drs., M.Pd.",1256,Pengembangan Multimedia Fisika Berbasis Problem Based Learning Untuk Meningkatkan Pemecahan Masalah Peserta Didik,Multimedia dan Game,Multimedia,1.6381873380957403e-34,0
47,"Rawansyah., Drs., M.Pd.",1257,Pengembangan Perangkat Pembelajaran Berbasis Inkuiri Terbimbing Melalui Pendekatan Keterampilan Proses Sains Untuk Meningkatkan Hasil Belajar Fisika Peserta Didik,Multimedia dan Game,Multimedia,2.8778412034554437e-54,0
47,"Rawansyah., Drs., M.Pd.",1258,URGENSI DAN KONTRIBUSI OBSERVATORIUM AL-AFAQ UIN MATARAM DALAM PENGEMBANGAN FIKIH SAINS ASTRONOMI DI NUSA TENGGARA BARAT,Computer Network,Penerapan Teknologi Jaringan,1.9286914887377463e-26,0
47,"Rawansyah., Drs., M.Pd.",1259,Penanaman Motifasi Berprestasi pada Mahasiswa Baru Program Studi Fisika FKIP Universitas Mataram,Sistem Cerdas,Penerapan Data Besar,2.570707812747242e-28,0
47,"Rawansyah., Drs., M.Pd.",1260,Derivatif Radial Anomali Gravitasi Untuk Identifikasi Batas Vertikal Pada Lapisan Tunggal,Multimedia dan Game,Penerapan Augmented Reality,8.461130632910832e-23,0
47,"Rawansyah., Drs., M.Pd.",1261,PENGEMBANGAN KIT FLUIDA ALTERNATIF YANG BERASAL DARI SAMPAH ANORGANIK UNTUK PEMBELAJARAN FISIKA,Multimedia dan Game,Multimedia,5.544248331132475e-21,0
47,"Rawansyah., Drs., M.Pd.",1262,Moving Average Filter untuk Memisahkan Efek Dangkal Anomali Gravitasi Time Lapse,Information System,Penerapan Sistem Peramalan,2.110683171295355e-13,0
47,"Rawansyah., Drs., M.Pd.",1263,GENEALOGI ISLAM NUSANTARA DI LOMBOK DAN DIALEKTIKA AKULTURASI BUDAYA WAJAH SOSIAL ISLAM SASAK,Information System,Penerapan Pembelajaran Elektronik pada Sistem Informasi,4.548433587666508e-30,0
47,"Rawansyah., Drs., M.Pd.",1264,Pelaksanaan Pembelajaran Fiqih Materi Thaharah Pada Siswa di MTsS Ibnu Katsir Pekauman Banjarmasin,Information System,Computational Thinking,3.269556142991267e-16,0
47,"Rawansyah., Drs., M.Pd.",1265,Analisis dan Penerapan Algoritma Apriori Terhadap Penempatan Barang Pada Minimarket Surya Jambi,Sistem Cerdas,Penerapan Data Besar,1.6585927848217823e-26,0
47,"Rawansyah., Drs., M.Pd.",1266,PENGARUH HARGA SUASANA DAN KUALITAS PELAYANAN TERHADAP KEPUASAN KONSUMEN WARUNG BATAGOR DAN SIOMAY BANDUNG DI TUGU MULYO KABUPATEN OGAN KOMERING ILIR,Information System,Penerapan Customer Relationship Management,1.6183265049787837e-29,0
47,"Rawansyah., Drs., M.Pd.",1267,SPIRITUALITAS KYAI ABDUL KARIM-LIRBOYO Sebuah Keteledanan dari Kyai Sederhana yang Penuh Ketawadlu’an Pendiri Pesantren Lirboyo Kediri Jawa Timur,Information System,Penerapan Sistem Informasi Geografis,3.6856227336650696e-32,0
47,"Rawansyah., Drs., M.Pd.",1268,Algoritma Perhitungan Charge Occurrence Probability COP Pada Data Self Potensial,Sistem Cerdas,Penerapan Data Besar,9.966542222964563e-17,0
47,"Rawansyah., Drs., M.Pd.",1269,Hambatan Pihak Kreditur Dalam Penarikan Objek Jaminan Pembiayaan Konsumen Yang Wanprestasi Melalui Pemberian Kuasa Pada Jasa Penagih Studi pada PT Adira Dinamika Multi …,Sistem Cerdas,Penerapan Data Besar,4.932070357145044e-45,0
47,"Rawansyah., Drs., M.Pd.",1270,SPIRITUALITAS SANG NABI Analisis nilai dekonstruksi dalam puisi prosa Sang Nabi karya Kahlil Gibran,Computer Network,Penerapan Virtualisasi Jaringan,4.642680746876638e-11,0
47,"Rawansyah., Drs., M.Pd.",1271,ISLAM WETU TELU DI BAYAN LOMBOK DIALEKTIKA ISLAM NORMATIF DAN KULTURAL,Computer Network,Penerapan Komputasi Awan,3.025212219203777e-12,0
47,"Rawansyah., Drs., M.Pd.",1272,Hubungan Antara Metode Pembelajaran Ekspositori Dengan Burnout Belajar Siswa Kelas XI Pada Mata Pelajaran Bimbingan dan Konseling di SMA Negeri I Loceret,Multimedia dan Game,Multimedia,8.124535939405242e-43,0
47,"Rawansyah., Drs., M.Pd.",1273,Pendidikan Guru Indonesia Praktik dan Kebijakan,Information System,Penerapan Pembelajaran Elektronik pada Sistem Informasi,1.2890992056153849e-17,0
47,"Rawansyah., Drs., M.Pd.",1274,Diskusi kelompok dan pengaruhnya terhadap prestasi belajar pendidikan agama islam di SMA Darussalam Ciputat-Tangerang,Information System,Penerapan Pembelajaran Elektronik pada Sistem Informasi,2.063648865127367e-28,0
47,"Rawansyah., Drs., M.Pd.",1275,DESAIN INSTRUMEN ELEKTRONIK UNTUK MENGUKUR GRAVITASI MUTLAK DENGAN PRINSIP BANDUL MATEMATIS,Information System,Penerapan Sistem Informasi Geografis,1.9529662264427562e-18,0
47,"Rawansyah., Drs., M.Pd.",1276,Seismograf Refraksi Dengan Sumber Gelombang Weigh Drop,Information System,Penerapan Bisnis Elektronik Sistem Informasi,7.517530583297658e-09,0
47,"Rawansyah., Drs., M.Pd.",1277,UPAYA GURU MENINGKATKAN MOTIVASI BELAJAR SISWA PADA MATA PELAJARAN QUR’AN HADITS DI MADRASAH ALIYAH NEGERI 1 PEKANBARU,Information System,Penerapan Pembelajaran Elektronik pada Sistem Informasi,4.171904507267703e-51,0
47,"Rawansyah., Drs., M.Pd.",1278,Pengaruh kemampuan dan motivasi kerja perawat terhadap kualitas pelayanan kesehatan pada Rumah Sakit Umum Daerah Muara Bungo,Information System,Penerapan Customer Relationship Management,5.624313903370305e-48,0
47,"Rawansyah., Drs., M.Pd.",1279,Parokialitas adat Islam Wetu Telu dalam prosedur perkawinan ditinjau Islam di Desa Bayan,Computer Network,Penerapan Komputasi Awan,8.926472614371284e-19,0
47,"Rawansyah., Drs., M.Pd.",1280,MUJTAHID AKHBARI DAN USHULI METODE ISTINBATH HUKUM DALAM TRADISI MAZHAB SYIíAH,Sistem Cerdas,Penerapan Information Retrieval,3.4372619996182056e-08,0
47,"Rawansyah., Drs., M.Pd.",1281,Keadilan Periwayatan Hadis Sahabat Perspektif Sunni Dan Syi’ah,Sistem Cerdas,Penerapan Smart Living,2.3063228708659368e-05,0
47,"Rawansyah., Drs., M.Pd.",1282,Pembelajaran Kritis di Pesantren,Information System,Computational Thinking,1.4856244514223956e-10,0
47,"Rawansyah., Drs., M.Pd.",1283,VALIDITAS PERANGKAT PEMBELAJARAN BERBASIS CCM-CCA PADA MATERI DINAMIKA PARTIKEL VALIDITY OF CCM-CCA BASED LEARNING DEVICE IN PARTICLE DYNAMICS CHAPTER,Multimedia dan Game,Multimedia,1.5779005121529967e-36,0
47,"Rawansyah., Drs., M.Pd.",1284,Peran Pendidikan Kewirausahaan dalam Mengembangankan Profesionalisme dan Kepemimpinan Mahasiswa,Information System,Penerapan Manajemen Informasi,4.3272347278051096e-11,0
47,"Rawansyah., Drs., M.Pd.",1285,Pengaruh budaya penggunaan alat komuniksasi Handphone HP terhadap akhlak siswa di SMK Al-Hidayah CInere,Information System,Penerapan Pembelajaran Elektronik pada Sistem Informasi,4.418219211481964e-27,0
47,"Rawansyah., Drs., M.Pd.",1286,Dari Selatan ke Utara Menyelami Makna Pendidikan,Sistem Cerdas,Penerapan Penambangan Teks,1.9197109706649364e-15,0
47,"Rawansyah., Drs., M.Pd.",1287,Perguruan Tinggi Keagamaan Islam Negeri dan Wacana Integrasi Ilmu,Information System,Computational Thinking,7.586082059700632e-28,0
47,"Rawansyah., Drs., M.Pd.",1288,TINJAUAN KRIMINOLOGIS ABORTUS PROVOCATUS DALAM PERATURAN PERUNDANG-UNDANGAN DI INDONESIA TERKAIT HAK FUNGSI REPRODUKSI KORBAN PERKOSAAN,Sistem Cerdas,Penerapan Information Retrieval,1.249571036519204e-25,0
47,"Rawansyah., Drs., M.Pd.",1289,Turki Utsmani-Indonesia relasi dan korespondensi berdasarkan dokumen Turki Utsmani,Sistem Cerdas,Penerapan Information Retrieval,7.101395340445585e-08,0
47,"Rawansyah., Drs., M.Pd.",1290,Evaluasi implementasi kurikulum 2013 studi kasus di Madrasah Ibtidaiyah Negeri 2 Kabupaten Bogor,Information System,Computational Thinking,8.059987107654524e-34,0
47,"Rawansyah., Drs., M.Pd.",1291,REKONSTRUKSI PEMIKIRAN MARJAAL-TAQLÎD SYIAH IMÂMIYYAH DAN IMPLEMENTASINYA DI INDONESIA,Information System,Computational Thinking,2.525757520137919e-11,0
47,"Rawansyah., Drs., M.Pd.",1292,Pendidikan islam dalam otonomi daerah telaah atas kebijakan pemda kabupaten sukabumi,Information System,Penerapan Sistem Informasi Geografis,1.4952978521726792e-24,0
47,"Rawansyah., Drs., M.Pd.",1293,Penafsiran Terhadap Pelarangan Zina dalam konteks konterporer sebuah upaya rekontruksi pemahaman dengan pendekatan tematis,Sistem Cerdas,Penerapan Penambangan Data,6.975664902703026e-22,0
47,"Rawansyah., Drs., M.Pd.",1294,PENDEKATAN TRANSDISIPLINARITAS ILMU DAN PENDIDIKAN,Information System,Penerapan Global Professional Practice,1.926922527333578e-11,0
47,"Rawansyah., Drs., M.Pd.",1295,Upaya Meningkatkan Motivasi Belajar Dengan Metode Tandur Dalam Pembelajaran Pai Di Kelas 2 SDN Bungur 04 Petang Jakarta,Information System,Penerapan Pembelajaran Elektronik pada Sistem Informasi,3.930776896416539e-32,0
47,"Rawansyah., Drs., M.Pd.",1296,Etika berbisnis dalam perspektif hadis studi atas hadis tentang ihtikar,Sistem Cerdas,Penerapan Data Besar,2.9132289678875927e-18,0
47,"Rawansyah., Drs., M.Pd.",1297,Pengembangan metode pembelajaran quantum studi kasus terhadap pembelajaran PAI di SMAN 3 kota Pekalongan,Multimedia dan Game,Multimedia,7.622480736531517e-31,0
47,"Rawansyah., Drs., M.Pd.",1298,Kontribusi Kualitas Layanan Perpustakaan Dalam Pembelajaran,Information System,Penerapan Pembelajaran Elektronik pada Sistem Informasi,5.157745992791666e-14,0
47,"Rawansyah., Drs., M.Pd.",1299,Demokrasi Dalam Sistem Pendidikan Pesantren studi perbandingan pada empat pesantren Salafiyah dan Khalafiyah di Sumatera Selatan,Information System,Penerapan Sistem Informasi Geografis,1.175479730509565e-24,0
47,"Rawansyah., Drs., M.Pd.",1300,Integrasi ilmu agama dan ilmu umum studi komparasi pola pembelajaran antarapersatuan trandisional plus dan pesantren modern,Multimedia dan Game,Multimedia,4.8874599000598e-38,0
47,"Rawansyah., Drs., M.Pd.",1301,Multiple intelligences System MIS dan pembelajaran PAI,Multimedia dan Game,Multimedia,1.0103576564440472e-10,0
47,"Rawansyah., Drs., M.Pd.",1302,Pola Pendidikan Pada Masyarakat Samin Di Sukolilo Pati,Information System,Penerapan Sistem Informasi Geografis,1.7884440647785253e-15,0
47,"Rawansyah., Drs., M.Pd.",1303,FUNGSI PERPUSTAKAAN SEKOLAH DALAM MENINGKATKAN MINAT BACA SISWA DI SMP ISLAM AL-AZHAR 11 SERANG,Information System,Computational Thinking,4.569686054050896e-34,0
47,"Rawansyah., Drs., M.Pd.",1304,Kepemimpinan sekolah dan mutu pendidikan,Information System,Penerapan Pembelajaran Elektronik pada Sistem Informasi,1.415535961331761e-10,0
47,"Rawansyah., Drs., M.Pd.",1305,Multikulturalisme dalam buku teks pendidikan Agama Islam,Sistem Cerdas,Penerapan Information Retrieval,1.2353955622086229e-17,0
48,"Ridwan Rismanto, SST., M.Kom.",1306,Implemntasi Fuzzy C-Means Untuk Prediksi Perilaku Mahasiswa Berdasarkan Jumlah Ketidakhadiran,Sistem Cerdas,Penerapan Data Besar,5.875385180402056e-66,0
48,"Ridwan Rismanto, SST., M.Kom.",1307,Pengembangan Aplikasi Sistem Informasi Rekomendasi Tempat Wisata Dikota Batu Menggunakan Metode Electre,Information System,Penerapan Sistem Informasi Geografis,1.1923274504565964e-57,0
48,"Ridwan Rismanto, SST., M.Kom.",1308,PENGEMBANGAN GAME EDUKASI 2D PLATFORMER “PETUALANGAN RAMA SINTA” BERBASIS ANDROID,Multimedia dan Game,Pengembangan Game,4.7276669789612674e-18,0
48,"Ridwan Rismanto, SST., M.Kom.",1309,Pengembangan Sistem Informasi Penentuan Mahasiswa Berprestasi Menggunakan Metode Promethee Studi Kasus Politeknik Negeri Malang,Information System,Penerapan Sistem Pendukung Keputusan,5.4833759296975745e-64,0
48,"Ridwan Rismanto, SST., M.Kom.",1310,Sistem Pendukung Keputusan Penjurusan pada Siswa SMA,Information System,Penerapan Sistem Pendukung Keputusan,5.101837653000633e-15,0
48,"Ridwan Rismanto, SST., M.Kom.",1311,Implementasi Case-Based Reasoning Pada Pemanggilan Surat Al Quran Untuk Penyandang Disabilitas Tangan Berbasis Android,Information System,Penerapan Sistem Informasi Geografis,8.241201934817628e-49,0
48,"Ridwan Rismanto, SST., M.Kom.",1312,Sistem Pendukung Keputusan Penilaian Kinerja Generik Anggota Polri di Polda Kalimantan Tengah Menggunakan Metode AHP,Information System,Penerapan Sistem Pendukung Keputusan,2.722558171029093e-51,0
48,"Ridwan Rismanto, SST., M.Kom.",1313,RANCANG BANGUN SISTEM DETESI DAN PEMADAM KEBAKARAN PADA SMART HOME MENGGUNAKAN METODE FUZZY,Computer Network,Penerapan IoT,4.2341865505447694e-52,0
48,"Ridwan Rismanto, SST., M.Kom.",1314,PENGEMBANGAN SISTEM PAKAR UNTUK DIAGNOSA PENYAKIT KULIT PADA MANUSIA MENGGUNAKAN METODE NAIVE BAYES,Sistem Cerdas,Penerapan Sistem Pakar,5.1230430866060784e-48,0
48,"Ridwan Rismanto, SST., M.Kom.",1315,Analisis Sentimen Tentang Respon Masyarakat Terhadap Transportasi Umum Online Dan Konvensional Menggunakan Naïve Bayes Classifier Dan Lexicon Based,Sistem Cerdas,Penerapan Penambangan Teks,7.27226439834214e-88,0
48,"Ridwan Rismanto, SST., M.Kom.",1316,Analisa komputasi kemunculan dan kepunahan kosakata bahasa indonesia berdasarkan corpus,Information System,Computational Thinking,7.723984543426923e-18,0
48,"Ridwan Rismanto, SST., M.Kom.",1317,Implementasi finite state machine pada game “Save the Animals”,Sistem Cerdas,Penerapan Kecerdasan Buatan,1.0366956223336664e-27,0
48,"Ridwan Rismanto, SST., M.Kom.",1318,Aplikasi pengiriman pesanan makanan menggunakan algoritma djikstra,Computer Network,Penerapan Keamanan Data,1.1761477782019147e-31,0
48,"Ridwan Rismanto, SST., M.Kom.",1319,Pengembangan Aplikasi Bimbingan dan Konseling Studi Kasus SMA Negeri 1 Bangil,Information System,Penerapan Pembelajaran Elektronik pada Sistem Informasi,9.385192548927471e-49,0
48,"Ridwan Rismanto, SST., M.Kom.",1320,Rancang Bangun Aplikasi Ujian Online Real TIME Dengan Menggunakan Aristektur Mean,Information System,Penerapan Bisnis Elektronik Sistem Informasi,1.0137314969158842e-66,0
48,"Ridwan Rismanto, SST., M.Kom.",1321,Identifikasi Pneumonia Pada Citra Rontgen Paru Menggunakan Metode Power-Law Trans,Computer Vision,Penerapan Morfologi Citra Digital,2.608799042758858e-31,0
48,"Ridwan Rismanto, SST., M.Kom.",1322,Optimalisasi Image Thresholding Pada Optical Character Recognition Pada Sistem Digitalisasi dan Pencarian Dokumen,Sistem Cerdas,Penerapan Information Retrieval,6.241867793039825e-55,0
48,"Ridwan Rismanto, SST., M.Kom.",1323,sistem pemeringkat berdasarkan opini masyarakat pengguna maskapai penerbangan indonesia,Information System,Penerapan Customer Relationship Management,7.31872676633411e-35,0
48,"Ridwan Rismanto, SST., M.Kom.",1324,SISTEM FILTER KATA UMPATAN DENGAN MENGEMBANGKAN SENTIWORD BAHASA INDONESIA MENGGUNAKAN ALGORITMA NAÏVE BAYES CLASSIFIER,Sistem Cerdas,Penerapan Penambangan Teks,8.400380327683757e-31,0
48,"Ridwan Rismanto, SST., M.Kom.",1325,Rekomendasi Artikel Terkait Pada Berita Online Menggunakan Teknik Text Mining,Sistem Cerdas,Penerapan Penambangan Teks,1.2894886798573784e-50,0
48,"Ridwan Rismanto, SST., M.Kom.",1326,Pengenalan Nilai Mata Uang Kertas Untuk Tunanetra Menggunakan Metode Template Matching Correlation Berbasis Android,Multimedia dan Game,Penerapan Augmented Reality,1.1310222244458901e-56,0
48,"Ridwan Rismanto, SST., M.Kom.",1327,Penerapan Metode Cosine Similarity Dalam Aplikasi Chatbot Layanan Wisata Di Wilayah Malang,Information System,Penerapan Sistem Informasi Geografis,7.950444022246908e-59,0
48,"Ridwan Rismanto, SST., M.Kom.",1328,Klasifikasi Warna Liquid Glucose Berdasarkan Citra HSV Menggunakan Euclidean Distance,Computer Vision,Penerapan Transformasi Citra,2.958896289008991e-42,0
48,"Ridwan Rismanto, SST., M.Kom.",1329,PENERAPAN ARTIFICIAL INTELLIGENCE PADA GAME 2D CAT VS DOG MENGGUNAKAN FINITE STATE MACHINE BERBASIS ANDROID,Sistem Cerdas,Penerapan Kecerdasan Buatan,4.008492815299852e-87,0
48,"Ridwan Rismanto, SST., M.Kom.",1330,SISTEM PENDETEKSI KECURANGAN PADAUJIAN ESSAY ONLINE DI SMP AL FALAH ASSALAM WARU SIDOARJO DENGAN METODE LD,Sistem Cerdas,Penerapan Penambangan Teks,8.2420615534273045e-22,0
48,"Ridwan Rismanto, SST., M.Kom.",1331,PENGEMBANGAN ENKRIPSI DAN DEKRIPSI FILE PADA PERANGKAT MOBILE BERBASIS ANDROID,Computer Network,Penerapan Enkripsi,4.761202898070621e-22,0
48,"Ridwan Rismanto, SST., M.Kom.",1332,PENGEMBANGAN FIGHTING GAME DENGAN TOKOH PAHLAWAN INDONESIA,Multimedia dan Game,Pengembangan Game,1.7212074098536073e-23,0
48,"Ridwan Rismanto, SST., M.Kom.",1333,PENGEMBANGAN GAME RPG EDUKATIF TOKOH PANGERAN DIPONEGORO DENGAN ALGORITMA PATHFINDING A* DAN LINEAR CONGRUENTIAL METHOD BERBASIS ANDROID,Multimedia dan Game,Pengembangan Game,2.049159003688068e-83,0
48,"Ridwan Rismanto, SST., M.Kom.",1334,PENERAPAN ALGORITMA APRIORI DALAM MENENTUKAN POLA PEMBELIAN KONSUMEN DI KAFE HIDDEN TOAST AND FLOAT,Sistem Cerdas,Penerapan Data Besar,1.4281896536135955e-46,0
48,"Ridwan Rismanto, SST., M.Kom.",1335,EKSTRAKSI FITUR SITUS BERITA ONLINE UNTUK KALEIDOSKOP BERITA TAHUNAN,Sistem Cerdas,Penerapan Penambangan Teks,4.8208203954566994e-24,0
48,"Ridwan Rismanto, SST., M.Kom.",1336,PENGEMBANGAN SISTEM INFORMASI MANAJEMEN PERAMALAN PENYAKIT MENGGUNAKAN METODE REGRESI LINIER STUDI KASUS DI PRAKTEK UMUM dr ACHMAD FARIS PUJON–MALANG,Information System,Penerapan Manajemen Informasi,7.385841497166702e-85,0
48,"Ridwan Rismanto, SST., M.Kom.",1337,Code Generation untuk Object Relational Mapping Dengan Menggunakan LINQ dan Text Templating,Sistem Cerdas,Penerapan Smart Living,3.3126840914088335e-22,0
